0,-5.0572715646,-0.0006806680,-3.3858704306,-5.3615318173,-4.2751796775,-2.5575599156,-5.3102248095,-4.6029430464,-3.7028629617,-3.5170992595,-3.8736975557,-2.0539653875,-6.4373480960,-2.1624223867,-1.2618273852
1,-6.4360117505,-3.1744019619,-3.3858704306,-5.3615318173,-4.2751796775,-2.5575599156,-5.3102248096,-4.6029430464,-3.7028629717,-1.5692613598,-3.8736975542,-0.0003961167,-6.4373482483,-2.1623778893,-1.2627197083
2,-5.0572715646,-3.1744019619,-0.0000010000,-5.3615318173,-4.2751796775,-2.5575599156,-5.3102248095,-4.6029430464,-3.7028629688,-2.5744775750,-3.8736975540,-2.0539653852,-6.4373480797,-2.1623243453,-1.2682822177
3,-0.0000010000,-3.1744019619,-3.3858704306,-5.3615318173,-4.2751796775,-2.5575599156,-5.3102248095,-4.6029430464,-3.7028629693,-2.5744775751,-3.8736975540,-2.0539653853,-6.4373480812,-2.1623793223,-1.2702732545
4,-5.0572715646,-0.0030070200,-3.3858704306,-5.3615318173,-4.2751796775,-2.5575599156,-5.3102248095,-4.6029430464,-3.7028629693,-2.5744775753,-3.8736975542,-2.0539653854,-6.4373480807,-2.1623494603,-1.2624901675
5,-5.0572715646,-0.0215256306,-3.3858704306,-5.3615318173,-4.2751796775,-2.5575599156,-5.3102248095,-4.6029430464,-3.7028629695,-2.5744775762,-3.8736975543,-0.3266056572,-6.4373480878,-2.1623639934,-1.2611745735
6,-3.0285520162,-1.0652303047,-3.3858704306,-5.3615318173,-4.2751796775,-2.5575599156,-5.3102248095,-4.6029430464,-3.7028629693,-2.5744775750,-3.8736975540,-0.0000249832,-6.4373480796,-2.1623317538,-1.2667433498
7,-6.4447680257,-4.5345520678,-0.0000010000,-5.3615318173,-4.2751796775,-2.5575599156,-5.3102248095,-4.6029430464,-3.7028629148,-1.5191452430,-3.8736975544,-2.0539653663,-6.4373480985,-2.1624299948,-1.2742243699
8,-0.0000010000,-4.5345520678,-0.0000010000,-5.3615318173,-4.2751796775,-2.5575599156,-5.3102248095,-4.6029430464,-3.7028629610,-3.5170992558,-3.8736975542,-10.6469619763,-6.4373480816,-2.1624212835,-1.2760404485
9,-6.8372802219,-3.1744019619,-3.3858704306,-5.3615318173,-4.2751796775,-0.0252435109,-5.3102248095,-4.6029430464,-3.7028629693,-2.5744775750,-3.8736975540,-2.0539653852,-6.4373480796,-2.1623302236,-0.1414671594
10,-0.6514972756,-3.1744019619,-0.9287946491,-5.3615318173,-4.2751796775,-2.5575599156,-5.3102248095,-4.6029430464,-3.7028629693,-2.5744775751,-3.8736975539,-2.0539653853,-6.4373480802,-2.1623680971,-1.2696112465
11,-0.0000010000,-3.1744019619,-3.3858704306,-5.3615318173,-4.2751796775,-2.5575599156,-5.3102248095,-4.6029430464,-3.7028629694,-2.5744775757,-3.8736975547,-2.0539653858,-6.4373480836,-2.1624172233,-1.2706986261
12,-3.8385328035,-3.1744019619,-5.7203829548,-5.3615318173,-4.2751796775,-1.3220385928,-5.3102248095,-4.6029430465,-3.7028629698,-2.5744775767,-3.8736975570,-2.0539653848,-6.4373480931,-1.0667655827,-1.2703244003
13,-3.8385328035,-0.6942573735,-3.3858704306,-5.3615318173,-4.2751796775,-2.5575599159,-5.3102248096,-4.6029430465,-3.7028629701,-2.5744775777,-3.8736975563,-2.0539653850,-6.4373480967,-1.0667968187,-1.2651101543
14,-6.0911297663,-6.1915990781,-3.3858704306,-5.3615318173,-4.2751796775,-2.5575599159,-5.3102248096,-4.6029430465,-3.7028629699,-2.5744775765,-3.8736975560,-2.0539653846,-6.4373480886,-0.0133153174,-1.2704787626
