32072, 4.9
32092, 5.2
32111, 4.4
32166, 6.7
32235, 5.5
32576, 4.5
32605, 4.5
32667, 5.1
32684, 6.6
32765, 4.9
32774, 5.2
32821, 5.0
32950, 5.1
33024, 4.3
33108, 4.2
33149, 8.9
33180, 5.2
33200, 5.1
33215, 4.8
33290, 8.9
33425, 8.7
33448, 4.8
33515, 4.4
33580, 7.3
33687, 6.4
33746, 5.7
33831, 6.7
33907, 4.4
33944, 4.3
33999, 4.9
34002, 4.9
34122, 11.1
34286, 4.9
34321, 5.1
34372, 5.1
34585, 4.8
34669, 4.9
34709, 7.3
34872, 8.6
34947, 5.2
34984, 5.1
35040, 5.0
35109, 5.1
35144, 4.4
35154, 4.4
35157, 5.1
35200, 5.3
35221, 5.2
35227, 5.2
35229, 6.2
35238, 4.4
35335, 4.6
35421, 7.3
35484, 4.7
35496, 4.2
35963, 5.1
35975, 5.7
35979, 5.2
36016, 4.4
36087, 4.8
36135, 4.4
36143, 7.3
36152, 7.3
36167, 4.8
36222, 4.5
36340, 5.2
36376, 5.2
36461, 6.9
36472, 5.2
36558, 4.2
36601, 5.0
36614, 7.3
36676, 4.9
36714, 5.0
36725, 5.1
36754, 4.2
37061, 5.2
37188, 5.4
37412, 4.9
37484, 7.3
37572, 7.3
37608, 7.2
37728, 7.0
37751, 5.5
37931, 4.3
38010, 7.0
38016, 5.1
38036, 5.2
38062, 5.2
38065, 5.9
38151, 9.3
38152, 7.0
38243, 7.0
38382, 4.9
38392, 4.2
38393, 5.1
38397, 4.3
38484, 5.4
38498, 6.5
38533, 5.1
38575, 4.8
38605, 4.8
38760, 7.1
39093, 4.8
39119, 4.2
39145, 4.9
39213, 4.4
39366, 5.1
39534, 6.4
39998, 5.1
40072, 5.2
40223, 10.2
40261, 4.8
40370, 5.8
40461, 5.1
40616, 5.2
40802, 4.8
40847, 4.9
40971, 7.3
41072, 4.5
41277, 4.8
41339, 4.2
41414, 4.5
41416, 4.5
41419, 4.5
41487, 5.1
41533, 6.2
41568, 4.3
41588, 4.3
41630, 6.0
41634, 4.5
41658, 6.6
41841, 6.2
41888, 7.3
41940, 5.2
42021, 4.5
42127, 4.2
42154, 5.1
42203, 4.4
42250, 4.9
42257, 5.2
42313, 7.0
42444, 4.7
42469, 4.4
42473, 5.0
42497, 5.8
42529, 4.9
42545, 4.4
42592, 5.2
42730, 5.2
42867, 4.4
43177, 5.1
43349, 5.9
43413, 7.0
43422, 4.3
43461, 5.2
43521, 5.1
43642, 5.1
44170, 5.9
44280, 4.2
44309, 5.1
44351, 5.2
44596, 4.3
44752, 5.2
44943, 4.6
44945, 4.5
45004, 5.2
45057, 4.4
45161, 5.1
45207, 5.1
45229, 5.2
45596, 4.8
45614, 7.1
45862, 4.4
45884, 5.1
46172, 5.0
46203, 4.9
46488, 4.9
46661, 5.2
46787, 6.0
46809, 4.2
46986, 5.1
46989, 7.2
47031, 4.9
47049, 6.4
47063, 4.9
47079, 4.9
47256, 5.2
47298, 5.2
47360, 7.3
47390, 5.2
47472, 5.2
47527, 4.4
47639, 5.2
47996, 14.3
48065, 4.9
48112, 11.0
48445, 4.6
48451, 6.7
48479, 4.4
48504, 6.6
48506, 5.1
48574, 8.5
48575, 9.2
48577, 9.2
48772, 5.0
48809, 9.2
48888, 4.2
48954, 5.0
48995, 6.3
49008, 5.1
49195, 4.2
49212, 12.4
49228, 4.3
49241, 8.4
49270, 5.0
49366, 7.3
49406, 4.2
49413, 9.4
49575, 5.1
49587, 4.4
49629, 5.9
49636, 5.2
49650, 5.6
49680, 4.5
49900, 7.3
49934, 4.8
49975, 4.2
49977, 5.0
50016, 6.1
50027, 5.2
50060, 5.2
50078, 5.5
50163, 4.9
50195, 6.9
50219, 4.2
50224, 6.8
50226, 6.5
50229, 6.5
50306, 6.3
50328, 7.0
50374, 4.9
50411, 8.9
50412, 4.2
50431, 5.2
50478, 4.8
50593, 5.2
50606, 5.9
50614, 5.1
50657, 6.8
50678, 5.2
50708, 4.8
50819, 7.0
50859, 4.8
50866, 6.9
50910, 5.0
51099, 4.7
51227, 7.3
51271, 4.2
51288, 4.9
51511, 7.2
51513, 5.0
51660, 4.2
51718, 7.3
51876, 5.1
51941, 5.2
52313, 7.3
52335, 4.8
52336, 8.5
52606, 5.2
52626, 4.5
52901, 4.9
52983, 4.9
53129, 4.2
53148, 5.1
53156, 4.2
53273, 4.2
53282, 5.7
53329, 4.1
53331, 5.9
53355, 4.3
53374, 5.0
53481, 7.3
53856, 5.1
53952, 5.2
53956, 6.2
54014, 7.3
54038, 4.9
54050, 5.1
54085, 6.9
54155, 7.3
54174, 5.2
54313, 4.7
54394, 4.9
54555, 9.0
55032, 5.5
55054, 5.9
55262, 4.5
55292, 4.5
55415, 5.0
55417, 4.5
55481, 4.4
56073, 4.8
56607, 5.2
56832, 5.2
56897, 4.2
