9, 5.2
94, 7.3
298, 4.4
378, 4.5
589, 5.2
634, 5.2
790, 4.4
940, 6.6
1016, 5.1
1129, 5.2
1212, 4.8
1343, 5.1
1416, 5.2
1441, 4.6
1664, 5.4
1949, 5.2
2176, 5.3
2325, 11.0
2408, 5.1
2648, 5.9
3099, 4.4
3133, 4.2
3280, 4.5
3329, 4.4
3494, 4.2
3597, 5.2
3858, 5.1
4128, 4.2
4426, 4.8
4544, 5.1
4800, 4.8
4933, 4.2
5053, 7.3
5119, 4.3
5121, 4.5
5179, 4.7
5184, 5.8
5580, 4.4
5751, 4.6
5810, 4.2
5946, 4.2
5960, 6.9
6027, 5.2
6391, 4.2
6492, 4.6
6554, 4.5
6703, 7.3
6780, 5.2
6825, 4.4
6843, 5.3
7050, 5.3
7151, 7.0
7185, 5.2
7264, 5.2
7439, 5.1
7527, 5.2
7735, 4.2
7736, 5.2
7794, 4.4
7978, 6.6
8038, 5.0
8048, 5.1
8546, 4.2
8642, 5.1
8772, 4.9
9041, 4.9
9066, 5.2
9283, 5.2
9297, 5.2
9304, 5.4
9383, 7.1
9520, 4.5
9674, 5.2
9747, 5.2
9816, 5.0
9837, 8.7
9932, 4.7
10039, 5.1
10083, 5.0
10231, 9.2
10310, 5.1
10342, 4.2
10390, 4.5
10447, 4.4
10479, 4.9
10484, 5.1
10639, 6.0
10777, 7.3
10807, 6.7
10828, 5.0
10831, 4.2
10954, 5.2
11016, 4.4
11023, 4.3
11039, 5.3
11041, 11.2
11241, 5.2
11263, 6.6
11270, 8.9
11316, 4.9
11547, 5.1
11829, 5.2
11907, 4.2
11908, 7.3
11982, 5.0
11992, 5.1
12097, 4.2
12246, 5.3
12433, 7.3
12487, 4.2
12507, 6.4
12615, 5.1
12673, 8.8
12726, 4.2
12865, 4.9
13016, 5.7
13077, 5.5
13165, 7.3
13299, 4.8
13400, 4.5
13669, 5.2
13809, 5.1
13972, 5.1
14035, 7.2
14039, 4.7
14064, 7.3
14065, 7.3
14439, 5.2
14665, 7.6
14668, 4.2
14683, 5.4
14830, 4.5
14955, 4.8
14957, 5.2
15154, 5.3
15165, 5.2
15208, 5.9
15230, 4.5
15246, 4.9
15459, 4.2
15685, 5.2
15796, 7.6
15818, 5.3
15830, 6.0
16018, 4.4
16175, 4.9
16198, 5.2
16313, 6.0
16347, 5.5
16415, 5.1
16452, 5.3
16454, 4.3
16539, 4.7
16546, 6.9
16613, 6.5
16628, 5.3
16946, 5.1
16994, 6.6
17045, 7.3
17134, 4.6
17182, 4.5
17318, 7.3
17325, 6.6
17350, 4.2
17412, 4.2
17447, 4.5
17520, 5.2
17572, 5.9
17575, 6.5
17682, 4.3
17709, 6.4
17736, 5.2
17758, 5.2
17831, 4.8
17836, 5.1
17895, 4.2
17910, 5.1
17937, 4.9
17964, 4.3
18268, 4.5
18273, 5.1
18462, 6.2
18522, 4.4
18603, 5.1
18662, 4.5
18832, 4.9
18899, 4.9
18936, 5.2
19392, 4.2
19429, 4.4
19516, 4.5
19587, 5.8
19679, 7.0
19778, 5.2
19924, 7.3
20028, 4.3
20091, 6.4
20155, 4.2
20189, 4.3
20213, 4.4
20217, 5.1
20243, 4.5
20257, 6.7
20266, 4.5
20323, 5.1
20354, 5.1
20399, 4.9
20548, 5.2
20809, 5.1
20818, 7.3
20878, 4.4
20915, 6.6
21032, 6.0
21049, 4.5
21055, 4.4
21187, 5.0
21321, 6.0
21445, 5.2
21535, 4.2
21597, 5.1
21604, 6.9
21734, 4.9
21835, 7.3
22089, 4.2
22182, 5.1
22189, 5.1
22237, 6.2
22274, 5.1
22301, 5.1
22340, 5.2
22361, 5.2
22363, 5.2
22453, 4.9
22523, 4.3
22580, 6.9
22652, 4.2
22708, 4.2
22812, 4.4
22904, 5.0
23001, 5.2
23034, 5.0
23212, 6.0
23215, 8.9
23239, 5.2
23297, 7.3
23315, 4.4
23325, 9.4
23373, 5.2
23460, 5.3
23543, 6.0
23552, 5.2
23636, 4.9
23650, 4.4
23656, 4.7
23660, 4.8
23755, 5.1
24048, 5.3
24059, 4.4
24099, 5.4
24132, 6.8
24155, 7.3
24412, 4.5
24687, 7.0
24715, 6.8
24865, 7.9
25180, 4.5
25228, 5.1
25348, 4.2
25537, 7.1
25611, 4.3
25661, 7.0
25918, 4.2
26108, 4.5
26183, 7.5
26272, 5.2
26324, 5.7
26797, 6.3
26813, 6.8
26865, 4.3
26947, 4.2
27021, 6.4
27122, 4.5
27123, 5.0
27167, 4.8
27207, 7.0
27287, 4.2
27310, 5.3
27390, 5.1
27432, 5.2
27468, 4.2
27746, 7.3
27947, 5.2
28024, 5.1
28113, 6.3
28248, 4.8
28347, 5.0
28401, 4.6
28414, 5.2
28444, 5.1
28579, 4.5
28605, 4.5
28663, 4.4
28781, 5.1
28874, 5.2
28890, 5.2
28961, 4.8
28968, 6.8
29048, 5.0
29282, 5.1
29312, 4.4
29325, 4.5
29491, 5.2
29591, 4.3
29597, 4.5
29652, 4.6
29793, 6.7
29887, 4.9
29931, 4.9
30082, 5.0
30095, 4.9
30157, 4.5
30221, 6.8
30306, 5.9
30471, 7.3
30555, 4.5
30557, 4.5
30688, 5.0
30691, 5.4
30801, 4.8
30933, 7.3
31059, 4.8
31230, 4.4
31268, 6.3
31330, 5.6
31424, 4.2
31564, 4.2
31792, 5.1
31796, 6.4
31901, 5.2
