,path,flux
0,intransfere-separation-outtransfer,5.446603113568719
1,intransfere-separation-intakeprocedures-housing-outtransfer,8.076500988212972
2,intransfere-outtransfer,10.722846393820605
3,intransfere-intakeprocedures-tattoo-forcedlabour-outtransfer,4.808103143548081
4,intransfere-selection-outtransfer,11.054547652431308
5,intransfere-massmurder-outtransfer,3.450805230320322
6,intransfere-violence-outtransfer,6.467485953169819
