,interview_code,sequences,transcripts_available
659,1565,"['topic_9', 'topic_5_9', 'topic_21', 'topic_10', 'topic_19', 'topic_3_6', 'topic_6', 'topic_0', 'topic_6', 'topic_13', 'topic_9', 'topic_0_18', 'topic_13']",False
660,15659,"['topic_3', 'topic_2', 'topic_4', 'topic_1', 'topic_0_1_18']",False
661,15666,"['topic_4', 'topic_1']",False
662,15673,['topic_9_10'],False
663,1568,['topic_12'],True
664,15694,"['topic_5', 'topic_20', 'topic_10', 'topic_4', 'topic_20', 'topic_3', 'topic_0', 'topic_6', 'topic_8', 'topic_12_18', 'topic_0', 'topic_12', 'topic_0_18', 'topic_0', 'topic_6', 'topic_15', 'topic_7', 'topic_10', 'topic_20', 'topic_12_20', 'topic_2', 'topic_2']",True
665,15699,"['topic_2', 'topic_9', 'topic_10', 'topic_1_4']",False
666,157,"['topic_7', 'topic_6', 'topic_11']",False
667,15700,"['topic_7', 'topic_9', 'topic_4_6', 'topic_10', 'topic_9', 'topic_7_21', 'topic_4', 'topic_11', 'topic_4_18', 'topic_18', 'topic_10', 'topic_21', 'topic_10', 'topic_12', 'topic_6_12', 'topic_7', 'topic_10', 'topic_7', 'topic_7', 'topic_10', 'topic_6_7', 'topic_21', 'topic_21']",False
668,15713,"['topic_1_8', 'topic_5_12', 'topic_3', 'topic_1', 'topic_5', 'topic_1', 'topic_12', 'topic_10']",False
669,15716,"['topic_5', 'topic_10', 'topic_1', 'topic_7']",False
670,15726,"['topic_6_10_21', 'topic_3', 'topic_2_8']",False
671,15729,['topic_10'],False
672,15751,"['topic_5', 'topic_8', 'topic_9_10', 'topic_6', 'topic_4', 'topic_9', 'topic_1', 'topic_18', 'topic_1', 'topic_2']",False
673,15756,"['topic_8', 'topic_9_10', 'topic_4_9', 'topic_4', 'topic_1_9', 'topic_18_21', 'topic_10', 'topic_2_5']",False
674,15760,"['topic_3_4_8', 'topic_12', 'topic_1_9_18', 'topic_2_12_13']",False
675,1577,"['topic_9', 'topic_10', 'topic_9', 'topic_4', 'topic_3', 'topic_0', 'topic_6', 'topic_0_18']",False
676,15781,"['topic_2', 'topic_5', 'topic_12', 'topic_9', 'topic_4', 'topic_5', 'topic_5', 'topic_12_18', 'topic_6', 'topic_21', 'topic_0_18', 'topic_2_8']",False
677,15783,"['topic_15', 'topic_20', 'topic_5_21', 'topic_0_10', 'topic_6', 'topic_5_21', 'topic_2', 'topic_9_21', 'topic_9', 'topic_7_10_21', 'topic_21', 'topic_6_21', 'topic_6_10', 'topic_6', 'topic_20']",False
678,15797,['topic_1'],False
679,1581,"['topic_9', 'topic_5_9_10', 'topic_4', 'topic_1_18', 'topic_10']",True
680,15815,"['topic_4_11', 'topic_5_6_18', 'topic_0_12', 'topic_1_2', 'topic_12', 'topic_0_21', 'topic_5_6_21', 'topic_0_12', 'topic_0_9_17_18_21', 'topic_0_18', 'topic_9', 'topic_10_12_14', 'topic_5', 'topic_5_10_14', 'topic_5', 'topic_5', 'topic_5', 'topic_14', 'topic_3_10', 'topic_17_21', 'topic_12']",False
681,1582,"['topic_3', 'topic_12', 'topic_1_21', 'topic_8']",False
682,15834,"['topic_9', 'topic_10', 'topic_12', 'topic_0_18', 'topic_1', 'topic_4_21', 'topic_2_8', 'topic_2']",False
683,1585,"['topic_4', 'topic_3', 'topic_6', 'topic_6_12', 'topic_6', 'topic_6', 'topic_9', 'topic_10']",False
684,1586,"['topic_0_10', 'topic_7', 'topic_10', 'topic_12', 'topic_6', 'topic_5', 'topic_2_8', 'topic_6', 'topic_2', 'topic_4_10', 'topic_10', 'topic_4', 'topic_1', 'topic_10', 'topic_19', 'topic_10', 'topic_0_10', 'topic_5_6', 'topic_5', 'topic_14']",False
685,15884,"['topic_3_4', 'topic_12', 'topic_6', 'topic_2']",False
686,15887,['topic_9'],False
687,15898,"['topic_12', 'topic_7', 'topic_13', 'topic_8']",False
688,15906,"['topic_8_9', 'topic_4', 'topic_3']",False
689,15907,"['topic_9_10', 'topic_4_9', 'topic_5', 'topic_11', 'topic_1', 'topic_5_9', 'topic_19', 'topic_2']",False
690,15918,['topic_10'],False
691,15919,['topic_4_9'],False
692,15920,"['topic_4', 'topic_11', 'topic_0_11', 'topic_0_10', 'topic_7_12_15', 'topic_15', 'topic_10_15', 'topic_3', 'topic_7_15', 'topic_21', 'topic_2', 'topic_2']",False
693,15930,"['topic_9', 'topic_6', 'topic_9', 'topic_4_9', 'topic_5']",False
694,15941,"['topic_3_4_5_9', 'topic_1_8_12', 'topic_0_5_10_18']",False
695,15951,"['topic_10', 'topic_9', 'topic_0_10', 'topic_1_4']",False
696,15962,"['topic_4_8', 'topic_3_4_5', 'topic_1', 'topic_7_9_15', 'topic_5', 'topic_0_20', 'topic_10_18', 'topic_0_9_10', 'topic_21', 'topic_12', 'topic_6_21', 'topic_2_6_13', 'topic_2_7_9']",True
697,15970,"['topic_10', 'topic_9', 'topic_4', 'topic_9', 'topic_4', 'topic_1', 'topic_2_8']",False
698,15974,"['topic_10', 'topic_5', 'topic_3_4', 'topic_3', 'topic_1', 'topic_4', 'topic_1', 'topic_7', 'topic_12', 'topic_6', 'topic_19', 'topic_15', 'topic_6', 'topic_1', 'topic_6', 'topic_5_16', 'topic_13', 'topic_0']",False
699,15976,"['topic_1', 'topic_21', 'topic_2_8', 'topic_4', 'topic_1', 'topic_3_10', 'topic_2', 'topic_9', 'topic_18', 'topic_2', 'topic_15']",False
700,15977,"['topic_9', 'topic_10', 'topic_9_10', 'topic_9_10', 'topic_9', 'topic_10', 'topic_6', 'topic_4', 'topic_0_18', 'topic_3', 'topic_3', 'topic_18', 'topic_1', 'topic_5']",False
701,15983,"['topic_1', 'topic_1', 'topic_1', 'topic_1', 'topic_0_18', 'topic_7_15', 'topic_7_15', 'topic_15', 'topic_7_10', 'topic_7', 'topic_1', 'topic_7', 'topic_9', 'topic_15', 'topic_5_14', 'topic_6', 'topic_21', 'topic_18', 'topic_6', 'topic_1', 'topic_7', 'topic_1', 'topic_2']",False
702,15993,"['topic_4_5_8_9_10', 'topic_8_9', 'topic_0_8_12']",False
703,16,"['topic_5_21', 'topic_6', 'topic_6']",True
704,16003,"['topic_0_6', 'topic_6_10', 'topic_21', 'topic_10', 'topic_5', 'topic_21', 'topic_0_6', 'topic_12', 'topic_2', 'topic_21']",False
705,16014,"['topic_10_15', 'topic_10', 'topic_4', 'topic_1', 'topic_5', 'topic_7', 'topic_12', 'topic_18']",False
706,16021,"['topic_9', 'topic_10', 'topic_4_11', 'topic_1', 'topic_0_11', 'topic_6', 'topic_20', 'topic_5', 'topic_2']",False
707,16024,"['topic_20', 'topic_3_4', 'topic_4', 'topic_18', 'topic_7', 'topic_10', 'topic_10', 'topic_1', 'topic_5_20_21', 'topic_0_12_18', 'topic_10', 'topic_9']",False
708,16025,"['topic_4', 'topic_12']",False
709,16033,"['topic_8_10', 'topic_4', 'topic_9', 'topic_1', 'topic_0']",False
710,16047,['topic_4'],False
711,16055,"['topic_4_10', 'topic_8']",False
712,1606,"['topic_4_8', 'topic_6_7', 'topic_10', 'topic_5', 'topic_3', 'topic_11', 'topic_5', 'topic_1', 'topic_1', 'topic_6_10']",False
713,16077,"['topic_3', 'topic_12', 'topic_0_18']",False
714,16097,"['topic_0_10', 'topic_3', 'topic_5', 'topic_2', 'topic_12', 'topic_0', 'topic_0_18', 'topic_13', 'topic_0_18', 'topic_2', 'topic_2']",False
715,16098,"['topic_6_21', 'topic_8', 'topic_12', 'topic_7', 'topic_12', 'topic_21', 'topic_6_7', 'topic_3_21', 'topic_0', 'topic_21', 'topic_0_7_15', 'topic_10']",False
716,16100,"['topic_9_10', 'topic_3', 'topic_5', 'topic_21', 'topic_12', 'topic_0_6', 'topic_6', 'topic_12_21', 'topic_5', 'topic_8']",False
717,16108,"['topic_4_9_11', 'topic_1_4_18', 'topic_1_2', 'topic_2_8_10']",False
718,16111,"['topic_9_10', 'topic_10', 'topic_3_4', 'topic_12', 'topic_1', 'topic_1', 'topic_12']",False
719,16115,"['topic_1', 'topic_7', 'topic_4_5_9_10', 'topic_1', 'topic_17', 'topic_9', 'topic_10', 'topic_6_10']",False
720,1613,"['topic_18', 'topic_10', 'topic_9', 'topic_1']",False
721,16133,"['topic_10', 'topic_3_4', 'topic_6', 'topic_0', 'topic_12', 'topic_0', 'topic_6', 'topic_7', 'topic_6', 'topic_0_18', 'topic_19_21', 'topic_13', 'topic_9', 'topic_8_21', 'topic_2', 'topic_2', 'topic_7']",False
722,16136,"['topic_5', 'topic_5']",False
723,16141,"['topic_8', 'topic_1']",False
724,16179,"['topic_8_9_10', 'topic_6_11', 'topic_5_18', 'topic_2_9']",False
725,16187,"['topic_10', 'topic_9', 'topic_4', 'topic_1', 'topic_10']",False
726,16200,"['topic_9', 'topic_3_9', 'topic_12', 'topic_0', 'topic_7', 'topic_9', 'topic_6', 'topic_0']",False
727,16206,"['topic_9', 'topic_10', 'topic_5_9', 'topic_3', 'topic_18', 'topic_8']",False
728,16228,['topic_4'],False
729,16229,"['topic_1', 'topic_12', 'topic_9', 'topic_0_18', 'topic_8']",False
730,16230,"['topic_2', 'topic_4', 'topic_7', 'topic_5', 'topic_7']",False
731,16233,"['topic_4', 'topic_12', 'topic_12', 'topic_2', 'topic_9', 'topic_2']",False
732,16248,"['topic_7', 'topic_12_15', 'topic_13', 'topic_6', 'topic_0_13', 'topic_12', 'topic_7', 'topic_15', 'topic_3', 'topic_9', 'topic_10', 'topic_9', 'topic_4', 'topic_5_6', 'topic_0_6_10', 'topic_18', 'topic_18', 'topic_3_17_21', 'topic_2', 'topic_4_9', 'topic_10', 'topic_9', 'topic_12', 'topic_6', 'topic_10_15']",False
733,16259,"['topic_4_10', 'topic_3', 'topic_0']",False
734,1626,"['topic_10', 'topic_1', 'topic_12', 'topic_2']",False
735,16264,"['topic_1', 'topic_4', 'topic_10', 'topic_12', 'topic_12']",False
736,16277,"['topic_3_8', 'topic_1', 'topic_5_12', 'topic_2', 'topic_10', 'topic_7']",False
737,16279,"['topic_4', 'topic_3', 'topic_18', 'topic_5']",False
738,16281,"['topic_10', 'topic_1']",False
739,1629,['topic_4'],False
740,16299,"['topic_8', 'topic_9', 'topic_9_10', 'topic_4', 'topic_5', 'topic_10', 'topic_0_2_9', 'topic_2']",False
741,16304,"['topic_9', 'topic_6', 'topic_4', 'topic_3']",False
742,16328,"['topic_8', 'topic_2']",False
743,16332,"['topic_9', 'topic_9', 'topic_4', 'topic_3', 'topic_1', 'topic_12', 'topic_12_18', 'topic_12', 'topic_12', 'topic_6', 'topic_6', 'topic_2_8']",False
744,16333,"['topic_8_10', 'topic_9_10', 'topic_0_7', 'topic_12', 'topic_21', 'topic_2_6_8_21']",False
745,16345,"['topic_2_3_4_8_10', 'topic_1_6_9', 'topic_0_2_5_18']",True
746,16347,"['topic_9_10', 'topic_10', 'topic_4', 'topic_4', 'topic_18', 'topic_2']",False
747,16351,['topic_3'],False
748,16353,"['topic_6_9_10', 'topic_21', 'topic_0', 'topic_7_12', 'topic_0', 'topic_7', 'topic_0', 'topic_6', 'topic_21', 'topic_19', 'topic_19']",False
749,16371,"['topic_9', 'topic_4', 'topic_9']",False
750,16373,"['topic_15', 'topic_3_4', 'topic_3', 'topic_1', 'topic_16', 'topic_7']",False
751,16379,"['topic_9', 'topic_10', 'topic_10', 'topic_4', 'topic_4', 'topic_5', 'topic_1', 'topic_7', 'topic_12', 'topic_12', 'topic_12', 'topic_12', 'topic_18', 'topic_0', 'topic_10']",False
752,16382,['topic_4'],False
753,16384,"['topic_6_8', 'topic_10', 'topic_5', 'topic_1_10', 'topic_3', 'topic_11', 'topic_6', 'topic_12', 'topic_13', 'topic_0', 'topic_21', 'topic_6', 'topic_6', 'topic_8', 'topic_6_7']",False
754,1641,"['topic_2', 'topic_10', 'topic_9', 'topic_18', 'topic_3', 'topic_5', 'topic_2', 'topic_12', 'topic_12', 'topic_0', 'topic_0_18', 'topic_15', 'topic_14', 'topic_10', 'topic_7', 'topic_12', 'topic_0', 'topic_15', 'topic_8_13', 'topic_7']",True
755,16411,"['topic_10', 'topic_9', 'topic_4', 'topic_1_18', 'topic_10', 'topic_2']",False
756,16417,['topic_9'],False
757,16420,"['topic_1_14_15', 'topic_15', 'topic_7', 'topic_12', 'topic_1', 'topic_18', 'topic_12', 'topic_6_12', 'topic_7', 'topic_8']",False
758,16437,"['topic_6_8', 'topic_10', 'topic_9_21', 'topic_6', 'topic_10', 'topic_10', 'topic_4_9', 'topic_6', 'topic_1', 'topic_6', 'topic_20', 'topic_5', 'topic_2']",False
759,16439,"['topic_8', 'topic_9_10', 'topic_5_21', 'topic_9', 'topic_9', 'topic_9', 'topic_3', 'topic_0_11', 'topic_7', 'topic_7', 'topic_0', 'topic_7_21', 'topic_7_21', 'topic_0', 'topic_21', 'topic_7', 'topic_0', 'topic_12']",False
760,1644,['topic_4'],False
761,16480,"['topic_4', 'topic_10', 'topic_3_4', 'topic_1', 'topic_9', 'topic_18', 'topic_7', 'topic_12', 'topic_9', 'topic_16', 'topic_17', 'topic_21', 'topic_0_18', 'topic_13']",False
762,16484,"['topic_10', 'topic_4', 'topic_3', 'topic_12', 'topic_6', 'topic_1', 'topic_13', 'topic_15', 'topic_18', 'topic_6', 'topic_2', 'topic_2']",False
763,16487,"['topic_10', 'topic_9', 'topic_4', 'topic_3', 'topic_5_9']",False
764,16496,"['topic_4', 'topic_4_9', 'topic_1', 'topic_12_18', 'topic_6_17', 'topic_19', 'topic_2_15']",False
765,1650,"['topic_10', 'topic_4', 'topic_1', 'topic_2']",False
766,16501,"['topic_10', 'topic_4', 'topic_8']",False
767,16505,"['topic_3', 'topic_1_12', 'topic_12', 'topic_12', 'topic_6', 'topic_0', 'topic_2']",False
768,1652,"['topic_6', 'topic_10', 'topic_4']",False
769,16543,"['topic_6', 'topic_12', 'topic_7', 'topic_21', 'topic_9_10', 'topic_9', 'topic_4', 'topic_3', 'topic_5', 'topic_10_14', 'topic_7', 'topic_12', 'topic_1', 'topic_21', 'topic_12', 'topic_9_10', 'topic_9', 'topic_18', 'topic_0_18', 'topic_6']",False
770,16546,"['topic_9', 'topic_0_6_10', 'topic_4', 'topic_3', 'topic_12', 'topic_13', 'topic_21', 'topic_18', 'topic_15']",False
771,16547,"['topic_9', 'topic_10', 'topic_4', 'topic_3', 'topic_12', 'topic_6_7_15', 'topic_15_21', 'topic_12', 'topic_0_7', 'topic_6', 'topic_2']",False
772,16554,"['topic_9', 'topic_6', 'topic_6', 'topic_1']",False
773,16559,"['topic_10', 'topic_4', 'topic_10']",False
774,16568,"['topic_9', 'topic_4_10']",False
775,16571,"['topic_9', 'topic_2_8', 'topic_9_10', 'topic_9', 'topic_4']",True
776,16594,"['topic_4', 'topic_8_9_10', 'topic_3_4_10', 'topic_5_21', 'topic_6', 'topic_12', 'topic_15', 'topic_6_12', 'topic_12_16', 'topic_10_11', 'topic_1_15', 'topic_15_21', 'topic_15_21', 'topic_0_10_15_18_21', 'topic_7_15_21', 'topic_7_12_21', 'topic_21', 'topic_18', 'topic_1_21', 'topic_9', 'topic_0_18', 'topic_10_14']",False
777,1660,"['topic_8', 'topic_1', 'topic_0', 'topic_6', 'topic_10', 'topic_2']",False
778,16610,"['topic_4', 'topic_3', 'topic_7', 'topic_1']",False
779,1662,"['topic_10', 'topic_12', 'topic_6_16', 'topic_12', 'topic_6', 'topic_12', 'topic_13', 'topic_0']",False
780,1665,"['topic_7', 'topic_12', 'topic_13', 'topic_1', 'topic_11']",False
781,16667,"['topic_9_10', 'topic_4', 'topic_3', 'topic_18', 'topic_12', 'topic_0', 'topic_12', 'topic_0', 'topic_0', 'topic_6', 'topic_0', 'topic_6_12', 'topic_7_12', 'topic_7', 'topic_6', 'topic_6', 'topic_8']",False
782,16678,['topic_2_4_8'],False
783,16680,"['topic_3_4_9_16', 'topic_0_2_8_10']",False
784,16687,['topic_2'],False
785,16722,"['topic_10', 'topic_3_4', 'topic_7_15_21', 'topic_18', 'topic_12', 'topic_21', 'topic_12', 'topic_1']",False
786,1673,"['topic_5_12', 'topic_12', 'topic_6']",False
787,16732,"['topic_0_10', 'topic_9', 'topic_3_5', 'topic_6', 'topic_12', 'topic_6', 'topic_12', 'topic_10_20', 'topic_18', 'topic_0_20_21', 'topic_2_5_10']",False
788,1674,"['topic_8', 'topic_4', 'topic_3', 'topic_2', 'topic_12', 'topic_7']",False
789,16764,"['topic_9', 'topic_4_6_9', 'topic_4', 'topic_11', 'topic_5', 'topic_18', 'topic_12', 'topic_0', 'topic_0_6', 'topic_0', 'topic_12', 'topic_0_18']",False
790,16767,"['topic_12', 'topic_3_4_13_18', 'topic_8_16_20', 'topic_2_7']",False
791,16772,"['topic_4', 'topic_12', 'topic_6_7', 'topic_1_12']",False
792,16777,"['topic_10', 'topic_8', 'topic_4', 'topic_10', 'topic_7', 'topic_1', 'topic_4', 'topic_0', 'topic_6_9_17_21', 'topic_2', 'topic_2']",False
793,16786,['topic_17'],False
794,16787,"['topic_10', 'topic_5', 'topic_5', 'topic_6_7', 'topic_3_4', 'topic_7']",False
795,1679,"['topic_4', 'topic_9_10', 'topic_4', 'topic_3', 'topic_12', 'topic_12_18', 'topic_17', 'topic_11', 'topic_5_6', 'topic_10', 'topic_18', 'topic_12_18', 'topic_0_21', 'topic_0_18', 'topic_19_20', 'topic_12_21', 'topic_5']",False
796,16807,"['topic_9', 'topic_10', 'topic_4', 'topic_0_10', 'topic_2']",False
797,16810,"['topic_0_6', 'topic_12', 'topic_12', 'topic_12', 'topic_6', 'topic_6', 'topic_0_12_18', 'topic_5', 'topic_15', 'topic_0_10', 'topic_6_10_21', 'topic_6_7_21', 'topic_2', 'topic_2_6', 'topic_9', 'topic_2_8', 'topic_10', 'topic_3', 'topic_4']",False
798,16813,"['topic_3', 'topic_1']",False
799,16819,"['topic_3', 'topic_12', 'topic_6_21', 'topic_9']",False
800,16840,['topic_13'],False
801,16847,"['topic_0_18', 'topic_20', 'topic_0', 'topic_2', 'topic_8', 'topic_4_6_10', 'topic_9', 'topic_1']",False
802,16876,"['topic_10', 'topic_4', 'topic_19', 'topic_12', 'topic_6', 'topic_2']",False
803,16879,"['topic_4', 'topic_3', 'topic_1', 'topic_12', 'topic_12', 'topic_12', 'topic_6', 'topic_10', 'topic_10', 'topic_12']",False
804,16888,"['topic_2_8', 'topic_9', 'topic_9_10', 'topic_0', 'topic_4_9', 'topic_4_11', 'topic_1', 'topic_4', 'topic_12', 'topic_6', 'topic_12', 'topic_0_6', 'topic_0', 'topic_7', 'topic_3', 'topic_21', 'topic_13', 'topic_15', 'topic_0', 'topic_7', 'topic_6_10_12', 'topic_8_13', 'topic_2']",False
805,16894,"['topic_1', 'topic_13', 'topic_19', 'topic_6', 'topic_9_10', 'topic_4', 'topic_3_11', 'topic_1_12', 'topic_4_9', 'topic_1_9', 'topic_0_18', 'topic_6', 'topic_0_11', 'topic_2', 'topic_1', 'topic_11', 'topic_11_12', 'topic_12', 'topic_0', 'topic_18', 'topic_1_6', 'topic_5_9', 'topic_17_21', 'topic_15', 'topic_0', 'topic_7', 'topic_21', 'topic_5', 'topic_11', 'topic_6', 'topic_1', 'topic_2_8', 'topic_1_12', 'topic_6', 'topic_0_15', 'topic_12', 'topic_1', 'topic_12_13', 'topic_7_12', 'topic_7', 'topic_12']",False
806,1693,"['topic_4_5', 'topic_10']",False
807,16932,"['topic_10', 'topic_9', 'topic_19_21', 'topic_21', 'topic_2', 'topic_2']",False
808,16938,"['topic_1', 'topic_0', 'topic_6', 'topic_3', 'topic_1', 'topic_2_8']",False
809,16946,"['topic_4', 'topic_9', 'topic_8', 'topic_9', 'topic_10', 'topic_1', 'topic_18', 'topic_5', 'topic_2']",False
810,16948,['topic_3'],False
811,16951,"['topic_9', 'topic_13', 'topic_2', 'topic_9', 'topic_4', 'topic_1', 'topic_1']",False
812,16966,"['topic_9', 'topic_9', 'topic_1', 'topic_18', 'topic_1']",False
813,16996,"['topic_4', 'topic_10', 'topic_10', 'topic_5', 'topic_18']",False
814,170,"['topic_12', 'topic_7', 'topic_10', 'topic_6', 'topic_2']",False
815,17006,"['topic_3', 'topic_6', 'topic_10']",False
816,1702,"['topic_2_3_5_8_9', 'topic_6']",False
817,17025,"['topic_8', 'topic_4_5_6', 'topic_1', 'topic_18', 'topic_3_5', 'topic_12', 'topic_0_10', 'topic_6', 'topic_5']",False
818,17035,"['topic_3', 'topic_12', 'topic_6', 'topic_15']",False
819,17040,"['topic_4', 'topic_3', 'topic_6', 'topic_18', 'topic_8', 'topic_18', 'topic_12', 'topic_12', 'topic_15', 'topic_10_15', 'topic_2']",False
820,17047,"['topic_12', 'topic_3', 'topic_1', 'topic_6', 'topic_12', 'topic_0', 'topic_10', 'topic_2', 'topic_13', 'topic_6_21', 'topic_0', 'topic_2']",False
821,17061,"['topic_9', 'topic_12', 'topic_5', 'topic_0_18', 'topic_6_19', 'topic_21', 'topic_12', 'topic_15', 'topic_12']",False
822,17067,"['topic_0', 'topic_7', 'topic_18', 'topic_14', 'topic_4', 'topic_0', 'topic_21', 'topic_7', 'topic_0_12']",False
823,17068,"['topic_10', 'topic_9', 'topic_18', 'topic_6', 'topic_7', 'topic_12', 'topic_3_7', 'topic_4', 'topic_10']",False
824,1707,"['topic_3_4', 'topic_8', 'topic_18', 'topic_1', 'topic_2']",False
825,17076,"['topic_12', 'topic_10', 'topic_18', 'topic_12', 'topic_21', 'topic_17', 'topic_0', 'topic_12', 'topic_4_10', 'topic_5', 'topic_4', 'topic_3', 'topic_1']",False
826,17077,"['topic_3', 'topic_9', 'topic_4', 'topic_5', 'topic_12']",False
827,17082,"['topic_5_12', 'topic_3_4_7_10_12', 'topic_0_12_18', 'topic_5_12', 'topic_18']",False
828,17086,"['topic_8_9', 'topic_9', 'topic_5', 'topic_6', 'topic_18']",False
829,17091,"['topic_9_10', 'topic_4', 'topic_2', 'topic_9', 'topic_10', 'topic_9', 'topic_3', 'topic_3', 'topic_7', 'topic_7', 'topic_18', 'topic_11']",False
830,17093,"['topic_10', 'topic_12', 'topic_12', 'topic_3', 'topic_5', 'topic_18', 'topic_13', 'topic_9', 'topic_2', 'topic_2']",False
831,17100,"['topic_21', 'topic_19', 'topic_0_7_18', 'topic_10', 'topic_8_10', 'topic_4_5_11']",False
832,17103,"['topic_10', 'topic_3', 'topic_10', 'topic_0', 'topic_5', 'topic_5', 'topic_12', 'topic_2', 'topic_2_13']",False
833,17108,"['topic_8_9', 'topic_4_5', 'topic_12_21', 'topic_18', 'topic_0_18', 'topic_6', 'topic_10', 'topic_0', 'topic_12']",False
834,1711,"['topic_4', 'topic_4', 'topic_0', 'topic_7', 'topic_15', 'topic_2']",False
835,17111,"['topic_10', 'topic_4', 'topic_9', 'topic_2_8']",False
836,17115,"['topic_10', 'topic_4', 'topic_11_17_21', 'topic_6', 'topic_1', 'topic_18', 'topic_2', 'topic_5_9', 'topic_9']",False
837,1712,"['topic_10_12', 'topic_4']",False
838,17129,"['topic_10', 'topic_4', 'topic_5', 'topic_0']",False
839,17135,"['topic_6_16', 'topic_0', 'topic_2', 'topic_5', 'topic_4', 'topic_10', 'topic_9', 'topic_3', 'topic_10', 'topic_3', 'topic_1', 'topic_21', 'topic_0', 'topic_1', 'topic_6', 'topic_6', 'topic_16', 'topic_21', 'topic_3_4', 'topic_9_10', 'topic_9', 'topic_12']",True
840,17137,"['topic_0', 'topic_1', 'topic_5', 'topic_19', 'topic_5', 'topic_5_19', 'topic_2_10', 'topic_1_19', 'topic_21']",False
841,1719,['topic_9'],False
842,17209,['topic_9'],False
843,17219,"['topic_9', 'topic_6', 'topic_4', 'topic_1', 'topic_12']",False
844,17220,"['topic_6_10', 'topic_5_6_9', 'topic_6_10', 'topic_4_11', 'topic_4_6_20', 'topic_7_12', 'topic_13', 'topic_12', 'topic_7', 'topic_6', 'topic_21', 'topic_5_10', 'topic_18', 'topic_0_6', 'topic_6']",False
845,17270,"['topic_9', 'topic_9', 'topic_4', 'topic_3', 'topic_11', 'topic_12']",False
846,17282,"['topic_10', 'topic_3', 'topic_1']",False
847,17293,"['topic_9', 'topic_4_10', 'topic_6', 'topic_2']",False
848,17302,"['topic_5_12', 'topic_5_6', 'topic_9', 'topic_12', 'topic_15', 'topic_6', 'topic_9', 'topic_15', 'topic_15', 'topic_15', 'topic_10', 'topic_9', 'topic_12', 'topic_0_11', 'topic_0_18', 'topic_7', 'topic_8', 'topic_12', 'topic_18', 'topic_1', 'topic_3', 'topic_18']",False
849,17305,"['topic_4', 'topic_8_9_10', 'topic_4', 'topic_5', 'topic_0_18', 'topic_1', 'topic_4_6', 'topic_10', 'topic_2']",False
850,17315,"['topic_21', 'topic_10', 'topic_4']",False
851,17320,"['topic_8', 'topic_0_9_10', 'topic_4', 'topic_0_10_21', 'topic_12', 'topic_0_12', 'topic_7', 'topic_1_7', 'topic_9_12', 'topic_0_12', 'topic_9', 'topic_21', 'topic_0_12', 'topic_9', 'topic_0_7', 'topic_12_21', 'topic_7', 'topic_7', 'topic_0_7_21']",False
852,17329,"['topic_9', 'topic_9']",False
853,17349,"['topic_6_8', 'topic_10', 'topic_9', 'topic_1', 'topic_1_18', 'topic_0', 'topic_3', 'topic_5', 'topic_9', 'topic_10', 'topic_10', 'topic_2']",False
854,17373,"['topic_6', 'topic_13', 'topic_2', 'topic_3_4', 'topic_8', 'topic_9', 'topic_7_10', 'topic_1', 'topic_7_12', 'topic_18', 'topic_18']",False
855,17390,"['topic_0', 'topic_12', 'topic_7', 'topic_7', 'topic_4_10', 'topic_9', 'topic_5', 'topic_4', 'topic_3_4', 'topic_7', 'topic_0_7', 'topic_7', 'topic_6', 'topic_7_12', 'topic_7', 'topic_10', 'topic_7', 'topic_12', 'topic_7', 'topic_6_12', 'topic_0_7', 'topic_7', 'topic_0_21', 'topic_12', 'topic_6_7', 'topic_13']",False
856,17397,"['topic_5_12', 'topic_5', 'topic_5_21', 'topic_4', 'topic_11', 'topic_1', 'topic_10', 'topic_5', 'topic_12', 'topic_21', 'topic_12', 'topic_7_12', 'topic_7', 'topic_0_18', 'topic_0_21', 'topic_0_7_15', 'topic_10', 'topic_12_18_21', 'topic_6', 'topic_2']",False
857,17409,"['topic_0_6', 'topic_9', 'topic_10', 'topic_4', 'topic_4', 'topic_3', 'topic_3', 'topic_18', 'topic_21', 'topic_18', 'topic_6', 'topic_12', 'topic_21', 'topic_10', 'topic_9', 'topic_7_21', 'topic_21', 'topic_0_18', 'topic_0', 'topic_13', 'topic_2_8', 'topic_2']",False
858,17419,"['topic_12', 'topic_12', 'topic_18', 'topic_21', 'topic_7', 'topic_6', 'topic_5', 'topic_13', 'topic_1', 'topic_13']",False
859,1742,['topic_3'],False
860,17422,"['topic_0_11', 'topic_3_4', 'topic_12', 'topic_0_11', 'topic_0', 'topic_6']",False
861,17426,"['topic_9', 'topic_10', 'topic_4', 'topic_3']",True
862,17427,['topic_8_9'],False
863,17444,"['topic_12', 'topic_1', 'topic_6', 'topic_14', 'topic_3', 'topic_6', 'topic_1']",False
864,17447,['topic_5'],False
865,1746,"['topic_2_8', 'topic_4', 'topic_2']",False
866,17461,"['topic_6', 'topic_10', 'topic_5', 'topic_1', 'topic_0_18']",False
867,17462,"['topic_4', 'topic_3']",False
868,17477,"['topic_4_10', 'topic_4', 'topic_1', 'topic_12', 'topic_10', 'topic_1', 'topic_6']",False
869,17492,"['topic_9', 'topic_0_10', 'topic_4_6', 'topic_1', 'topic_5']",False
870,17494,"['topic_10', 'topic_9', 'topic_2', 'topic_7']",False
871,175,['topic_0'],False
