,interview_code,sequences,transcripts_available
1316,17941,"['topic_4', 'topic_7', 'topic_10']",False
1317,17942,"['topic_6', 'topic_21', 'topic_11', 'topic_6_10', 'topic_4', 'topic_1', 'topic_2']",False
1318,17944,['topic_10'],False
1319,17947,"['topic_9', 'topic_1_4']",False
1320,1795,"['topic_9_10', 'topic_4', 'topic_1_16', 'topic_3_4']",False
1321,17951,"['topic_2_8', 'topic_4', 'topic_3', 'topic_2_10_18']",False
1322,17992,['topic_9'],False
1323,17993,"['topic_3', 'topic_4', 'topic_13', 'topic_2']",False
1324,17999,"['topic_4_10', 'topic_7', 'topic_15', 'topic_17_21', 'topic_7', 'topic_1', 'topic_10', 'topic_7']",False
1325,18002,"['topic_3_4', 'topic_6_12', 'topic_0_15_18', 'topic_1_12_21', 'topic_0_10_15', 'topic_1_5_6_12', 'topic_2_5_10_13_18']",False
1326,18028,"['topic_4_8_9', 'topic_0_5_12_18']",False
1327,18030,"['topic_0_18', 'topic_6', 'topic_1', 'topic_10', 'topic_10', 'topic_5', 'topic_18']",False
1328,18031,"['topic_10', 'topic_18', 'topic_1', 'topic_15', 'topic_0_10']",False
1329,18041,"['topic_0_4_8_10', 'topic_1_4_10', 'topic_0_7_10', 'topic_11', 'topic_6_8_10_18', 'topic_9_10']",False
1330,18043,"['topic_0_12', 'topic_8_9', 'topic_4_5_9', 'topic_15_16', 'topic_6', 'topic_9_12_13', 'topic_6', 'topic_21', 'topic_9', 'topic_7_10_15_18', 'topic_9_15_21', 'topic_4_12', 'topic_0_16_20', 'topic_3', 'topic_21', 'topic_8_13']",False
1331,18049,"['topic_9', 'topic_10', 'topic_7']",False
1332,18054,"['topic_4', 'topic_1', 'topic_18', 'topic_2', 'topic_0']",False
1333,18058,"['topic_9', 'topic_4_10', 'topic_5']",False
1334,1806,['topic_4'],False
1335,18060,"['topic_9', 'topic_4_10', 'topic_10', 'topic_10', 'topic_10_14', 'topic_10', 'topic_9', 'topic_1', 'topic_6_9_10', 'topic_5', 'topic_5', 'topic_5', 'topic_10', 'topic_5', 'topic_7', 'topic_14', 'topic_6_21']",False
1336,18064,"['topic_9', 'topic_4']",False
1337,18066,"['topic_8', 'topic_9_10', 'topic_4', 'topic_3', 'topic_5', 'topic_1', 'topic_6', 'topic_6', 'topic_1', 'topic_12', 'topic_7', 'topic_0_18', 'topic_0', 'topic_0_18', 'topic_21', 'topic_7', 'topic_15_21', 'topic_0_18', 'topic_12', 'topic_0_21', 'topic_10', 'topic_13']",False
1338,18079,"['topic_9_10', 'topic_4', 'topic_1', 'topic_21', 'topic_5_10']",False
1339,18085,"['topic_4_9', 'topic_4', 'topic_1', 'topic_21', 'topic_5', 'topic_2']",False
1340,18103,"['topic_3', 'topic_1_21', 'topic_12', 'topic_6', 'topic_15', 'topic_1', 'topic_3', 'topic_1', 'topic_10', 'topic_2_8']",False
1341,18109,"['topic_9_10', 'topic_4', 'topic_4', 'topic_3', 'topic_10', 'topic_5_9']",False
1342,18112,"['topic_21', 'topic_3_10']",False
1343,18115,"['topic_10', 'topic_9', 'topic_4', 'topic_1', 'topic_2', 'topic_4', 'topic_6', 'topic_3', 'topic_4']",False
1344,1812,"['topic_8', 'topic_9', 'topic_4', 'topic_1']",False
1345,18135,"['topic_5', 'topic_9', 'topic_1', 'topic_21']",False
1346,18147,"['topic_2_8', 'topic_2_10_18', 'topic_1_10_12_14', 'topic_6_7_10_15']",False
1347,1815,"['topic_9', 'topic_9_10', 'topic_4', 'topic_4', 'topic_18', 'topic_16', 'topic_15', 'topic_7', 'topic_6_18', 'topic_6']",False
1348,18165,"['topic_0_9_10', 'topic_4_21', 'topic_0_21', 'topic_3_5_12_18', 'topic_12', 'topic_6_7_12_18', 'topic_0_1_5', 'topic_6_16', 'topic_13_14', 'topic_2_8']",False
1349,18170,"['topic_10', 'topic_4']",False
1350,18172,"['topic_4_10', 'topic_1_15', 'topic_3']",False
1351,18185,"['topic_7_9', 'topic_4_5', 'topic_1', 'topic_2_8', 'topic_1_9_17_21', 'topic_1', 'topic_13', 'topic_13']",False
1352,18191,"['topic_7_21', 'topic_9_10', 'topic_21', 'topic_6', 'topic_18', 'topic_7_15', 'topic_21', 'topic_5', 'topic_10', 'topic_3_9']",False
1353,18192,"['topic_9_10', 'topic_4_9', 'topic_1', 'topic_21', 'topic_5_9']",False
1354,18198,"['topic_7', 'topic_9', 'topic_4', 'topic_1', 'topic_18', 'topic_5_9', 'topic_10', 'topic_19']",False
1355,182,"['topic_8_9_10', 'topic_4', 'topic_1', 'topic_7', 'topic_1', 'topic_18', 'topic_10', 'topic_5', 'topic_9', 'topic_10', 'topic_0', 'topic_2']",True
1356,1820,"['topic_4', 'topic_9', 'topic_10', 'topic_7', 'topic_12']",False
1357,18203,"['topic_10', 'topic_0', 'topic_4', 'topic_18', 'topic_1', 'topic_5_6']",False
1358,18207,"['topic_4', 'topic_1', 'topic_9', 'topic_10', 'topic_10', 'topic_10']",False
1359,1821,"['topic_6', 'topic_10', 'topic_4', 'topic_11', 'topic_18', 'topic_2_5']",False
1360,18214,"['topic_9', 'topic_4', 'topic_18', 'topic_1', 'topic_10', 'topic_21', 'topic_0_21']",False
1361,18226,"['topic_1', 'topic_3', 'topic_9', 'topic_17_21', 'topic_6_12', 'topic_5', 'topic_2', 'topic_9', 'topic_9']",False
1362,18241,"['topic_0_10', 'topic_4', 'topic_5', 'topic_9', 'topic_21', 'topic_6_9', 'topic_18', 'topic_9', 'topic_9']",False
1363,18242,"['topic_4', 'topic_5_6_14', 'topic_3', 'topic_17', 'topic_6', 'topic_8_9']",False
1364,18255,"['topic_6_7', 'topic_4_20', 'topic_1', 'topic_0', 'topic_10', 'topic_10', 'topic_5', 'topic_2_8_10']",False
1365,18262,"['topic_9_10', 'topic_4', 'topic_12', 'topic_12', 'topic_18', 'topic_21', 'topic_21', 'topic_7', 'topic_0']",False
1366,18263,"['topic_4_9_10_16_21', 'topic_9_10', 'topic_1', 'topic_7', 'topic_8', 'topic_9']",False
1367,18266,"['topic_5', 'topic_1', 'topic_10', 'topic_14', 'topic_15', 'topic_12', 'topic_7', 'topic_10', 'topic_2_8', 'topic_4', 'topic_3', 'topic_1', 'topic_1']",False
1368,18267,"['topic_9', 'topic_4', 'topic_10', 'topic_1', 'topic_9', 'topic_3', 'topic_0_1', 'topic_5', 'topic_18', 'topic_1', 'topic_13', 'topic_0', 'topic_13']",False
1369,18275,"['topic_21', 'topic_10', 'topic_4', 'topic_10']",False
1370,18276,"['topic_9_10', 'topic_1_3', 'topic_12', 'topic_5_12', 'topic_15', 'topic_18', 'topic_19', 'topic_6', 'topic_21', 'topic_5', 'topic_2', 'topic_10', 'topic_14', 'topic_1', 'topic_21']",False
1371,1828,"['topic_8', 'topic_3_4', 'topic_17_21', 'topic_12', 'topic_9', 'topic_2', 'topic_6', 'topic_2', 'topic_19']",True
1372,18282,"['topic_6_9_16', 'topic_10', 'topic_6_9', 'topic_4_21', 'topic_11', 'topic_1', 'topic_9', 'topic_1', 'topic_3_4', 'topic_0', 'topic_12', 'topic_1_18', 'topic_12', 'topic_21', 'topic_10', 'topic_5', 'topic_2']",False
1373,18300,"['topic_9', 'topic_5', 'topic_21', 'topic_2']",False
1374,18309,"['topic_9', 'topic_10', 'topic_4_9', 'topic_1', 'topic_18', 'topic_21', 'topic_5_9_10', 'topic_6']",False
1375,18310,"['topic_9_10', 'topic_4', 'topic_1', 'topic_15', 'topic_18', 'topic_0', 'topic_10', 'topic_2_10', 'topic_2']",False
1376,18311,"['topic_1_3_4_8_9_10_21', 'topic_6_12', 'topic_6_9_15_18_20', 'topic_5_10_12_15_16_20', 'topic_2_6_8_13_16_21', 'topic_1_8_9_16', 'topic_1_7_12_15_21', 'topic_0_14_15', 'topic_1_9_11', 'topic_0_1_9_13', 'topic_0_1_6_18']",False
1377,18313,"['topic_0_10', 'topic_0_10', 'topic_9_10', 'topic_2_8_9', 'topic_9_10', 'topic_0_1_4']",False
1378,18326,"['topic_7_21', 'topic_9_10', 'topic_5', 'topic_0', 'topic_17_21', 'topic_1', 'topic_4']",False
1379,18327,"['topic_4', 'topic_9_10', 'topic_4', 'topic_1', 'topic_6', 'topic_1', 'topic_14']",False
1380,18334,"['topic_4', 'topic_18', 'topic_3_21', 'topic_12', 'topic_12', 'topic_1']",False
1381,18336,"['topic_9_10', 'topic_4', 'topic_1', 'topic_2']",False
1382,1834,"['topic_8', 'topic_4', 'topic_12', 'topic_2']",False
1383,18344,['topic_10_15'],False
1384,1835,"['topic_9', 'topic_4', 'topic_3', 'topic_0', 'topic_15', 'topic_8', 'topic_2_8']",False
1385,18353,"['topic_4', 'topic_1']",False
1386,18355,['topic_1'],False
1387,18358,"['topic_9', 'topic_1_12']",False
1388,1836,"['topic_6', 'topic_10', 'topic_3_4', 'topic_3', 'topic_0', 'topic_12', 'topic_17_21', 'topic_14_15', 'topic_2_8']",False
1389,18362,"['topic_9', 'topic_9_10', 'topic_3_4', 'topic_3_4', 'topic_1_11', 'topic_12', 'topic_9', 'topic_1', 'topic_2', 'topic_19']",False
1390,18379,"['topic_4', 'topic_11', 'topic_9', 'topic_0_10', 'topic_18']",False
1391,18385,"['topic_10', 'topic_10', 'topic_4', 'topic_1', 'topic_11', 'topic_5', 'topic_14', 'topic_8']",False
1392,18391,"['topic_4_10', 'topic_1', 'topic_7', 'topic_0_18', 'topic_6_7', 'topic_9', 'topic_5']",False
1393,18398,"['topic_4', 'topic_1', 'topic_9_10', 'topic_1', 'topic_18', 'topic_20', 'topic_1', 'topic_3', 'topic_2']",False
1394,18399,"['topic_4', 'topic_3', 'topic_0_10', 'topic_0', 'topic_2_13']",False
1395,18401,"['topic_4', 'topic_1', 'topic_5', 'topic_3']",False
1396,18404,"['topic_3', 'topic_1', 'topic_1', 'topic_5', 'topic_2']",False
1397,18408,['topic_5'],False
1398,1841,['topic_1'],False
1399,18412,"['topic_6', 'topic_4_9_10', 'topic_5', 'topic_0']",False
1400,18431,"['topic_9_10', 'topic_9', 'topic_10', 'topic_5', 'topic_10', 'topic_7', 'topic_5', 'topic_9_17_21', 'topic_1', 'topic_7', 'topic_1_18', 'topic_10', 'topic_4_9', 'topic_2', 'topic_2']",False
1401,18436,"['topic_8_10', 'topic_1', 'topic_4', 'topic_5', 'topic_10']",False
1402,1844,"['topic_10', 'topic_4', 'topic_1', 'topic_0', 'topic_10', 'topic_1', 'topic_2']",False
1403,18446,"['topic_8', 'topic_4', 'topic_10']",False
1404,1845,['topic_1'],False
1405,18451,"['topic_6_9', 'topic_10', 'topic_9_10', 'topic_4', 'topic_1', 'topic_5', 'topic_18', 'topic_10', 'topic_18', 'topic_1', 'topic_18', 'topic_21', 'topic_0', 'topic_2']",False
1406,18453,"['topic_5', 'topic_12', 'topic_6_18', 'topic_10_12', 'topic_1_2_5_8', 'topic_9_10', 'topic_1_4_9']",False
1407,18458,"['topic_4', 'topic_12', 'topic_6', 'topic_15', 'topic_10']",False
1408,18459,"['topic_4', 'topic_10', 'topic_9', 'topic_4_5', 'topic_1', 'topic_18', 'topic_0_18', 'topic_19', 'topic_8']",False
1409,18464,"['topic_2_4_8_9_10', 'topic_18', 'topic_2_6_9_12', 'topic_2']",False
1410,18466,"['topic_2_8_9', 'topic_4_9', 'topic_6_9_10', 'topic_1_6_8']",False
1411,18468,"['topic_10', 'topic_10', 'topic_4', 'topic_5', 'topic_18', 'topic_1', 'topic_9', 'topic_17', 'topic_18', 'topic_7_10', 'topic_0']",False
1412,1847,"['topic_9_11', 'topic_3', 'topic_12', 'topic_10', 'topic_10', 'topic_0_7', 'topic_1', 'topic_21', 'topic_13', 'topic_9']",False
1413,18472,"['topic_10', 'topic_4', 'topic_21', 'topic_9', 'topic_2', 'topic_2']",False
1414,18480,"['topic_9', 'topic_9_10', 'topic_11', 'topic_10', 'topic_6', 'topic_10']",False
1415,18481,"['topic_8_10', 'topic_4', 'topic_2']",False
1416,18487,"['topic_9', 'topic_15', 'topic_9', 'topic_9', 'topic_9', 'topic_10', 'topic_4_11']",False
1417,18489,"['topic_1', 'topic_0_15', 'topic_9', 'topic_9']",False
1418,1849,"['topic_4', 'topic_1', 'topic_7', 'topic_1']",False
1419,18492,"['topic_4', 'topic_9_15', 'topic_12', 'topic_18', 'topic_7_18', 'topic_0_9_15']",False
1420,18495,"['topic_8_9', 'topic_0_10', 'topic_5', 'topic_9', 'topic_1', 'topic_6_10', 'topic_10', 'topic_2']",False
1421,18498,"['topic_10', 'topic_4_20', 'topic_1', 'topic_3', 'topic_1', 'topic_2']",False
1422,185,"['topic_7_10_21', 'topic_9', 'topic_4', 'topic_5', 'topic_0_10', 'topic_2', 'topic_18', 'topic_6']",False
1423,18504,"['topic_2', 'topic_9', 'topic_9', 'topic_10', 'topic_18', 'topic_4', 'topic_11', 'topic_18', 'topic_15', 'topic_9_17_21', 'topic_0', 'topic_2_10', 'topic_21', 'topic_2', 'topic_1', 'topic_7_15', 'topic_6_21']",False
1424,18505,"['topic_12', 'topic_2']",False
1425,18515,"['topic_9', 'topic_5', 'topic_4', 'topic_20', 'topic_10', 'topic_4', 'topic_10', 'topic_10', 'topic_3', 'topic_0', 'topic_21', 'topic_21', 'topic_1', 'topic_0_9', 'topic_12', 'topic_5', 'topic_6', 'topic_20', 'topic_19', 'topic_10']",False
1426,18517,"['topic_8_9', 'topic_9', 'topic_9_10', 'topic_12', 'topic_13', 'topic_1']",False
1427,18522,"['topic_9', 'topic_4', 'topic_9', 'topic_9', 'topic_9', 'topic_0', 'topic_2']",False
1428,18532,['topic_9'],False
1429,18541,"['topic_9', 'topic_10', 'topic_1', 'topic_9', 'topic_2', 'topic_7', 'topic_2']",False
1430,18543,"['topic_2_8', 'topic_10', 'topic_9', 'topic_1', 'topic_9']",False
1431,18544,"['topic_2_7_8', 'topic_4', 'topic_0_7_15_18', 'topic_6_21', 'topic_2_3_4_6_9_10_11', 'topic_6_7_8_12', 'topic_1_2_6_7', 'topic_6_12', 'topic_6_21']",False
1432,1855,"['topic_4_9', 'topic_3', 'topic_5', 'topic_0', 'topic_12', 'topic_18', 'topic_21', 'topic_6', 'topic_12', 'topic_0_20', 'topic_2_13']",False
1433,18551,"['topic_4_8_9', 'topic_1_3', 'topic_5_10_12', 'topic_5_12', 'topic_6_12', 'topic_11', 'topic_5_15']",False
1434,18560,"['topic_6_9', 'topic_3_4', 'topic_5', 'topic_1', 'topic_2', 'topic_2']",False
1435,18562,"['topic_10', 'topic_4', 'topic_1', 'topic_12', 'topic_6', 'topic_6']",False
1436,18564,"['topic_1_8_12', 'topic_4_5', 'topic_6', 'topic_2_6', 'topic_15', 'topic_2_13']",False
1437,18570,"['topic_4', 'topic_10', 'topic_4', 'topic_3', 'topic_1', 'topic_5', 'topic_12', 'topic_9_10']",False
1438,18573,"['topic_6_9_11', 'topic_4_5_10', 'topic_2_4_8_13_17_21']",False
1439,18582,"['topic_6_10', 'topic_3', 'topic_12', 'topic_12', 'topic_2', 'topic_9', 'topic_8', 'topic_9', 'topic_5', 'topic_9_10', 'topic_4', 'topic_11', 'topic_9', 'topic_1', 'topic_1', 'topic_18_21', 'topic_0', 'topic_0', 'topic_6', 'topic_21', 'topic_10', 'topic_5', 'topic_7', 'topic_0', 'topic_10_21']",False
1440,18585,"['topic_10', 'topic_3', 'topic_10_12', 'topic_7_15', 'topic_1', 'topic_8']",False
1441,18586,"['topic_9', 'topic_9', 'topic_1']",False
1442,18593,"['topic_4', 'topic_10', 'topic_12', 'topic_0', 'topic_7_21', 'topic_2']",False
1443,18595,"['topic_4', 'topic_1']",False
1444,18596,"['topic_2_5_8_9_10_21', 'topic_1_4_11_21', 'topic_5_10_15_19', 'topic_1_9_12_18', 'topic_1_3_15', 'topic_5_16']",False
1445,1860,"['topic_5', 'topic_10']",True
1446,18602,"['topic_1', 'topic_11', 'topic_19', 'topic_0_12', 'topic_0_19', 'topic_21', 'topic_1', 'topic_10', 'topic_0_1_12', 'topic_21', 'topic_6_12', 'topic_21', 'topic_12', 'topic_7', 'topic_19', 'topic_7', 'topic_0_7', 'topic_0', 'topic_21', 'topic_2', 'topic_2', 'topic_9', 'topic_4', 'topic_3_4']",False
1447,18605,"['topic_5', 'topic_18', 'topic_10', 'topic_1', 'topic_0', 'topic_4', 'topic_12', 'topic_5', 'topic_2']",False
1448,18610,"['topic_8', 'topic_4', 'topic_18', 'topic_1', 'topic_15', 'topic_0', 'topic_9', 'topic_0', 'topic_10', 'topic_15', 'topic_6', 'topic_2', 'topic_2']",False
1449,1862,"['topic_9', 'topic_9', 'topic_8', 'topic_1', 'topic_15', 'topic_9_12', 'topic_2']",False
1450,18630,"['topic_1_5_6_9_16', 'topic_6_9_16', 'topic_1_5_10', 'topic_8_9_21', 'topic_1_5_10_16_18_21', 'topic_15_18_21', 'topic_1_2_4_11_21', 'topic_1_2_12_18_21', 'topic_2', 'topic_2']",False
1451,18638,"['topic_12', 'topic_7_8_15_21', 'topic_1_15', 'topic_12', 'topic_2_8', 'topic_2_7', 'topic_7', 'topic_5_10', 'topic_7', 'topic_9', 'topic_3', 'topic_8', 'topic_21', 'topic_2_8', 'topic_4_9_11', 'topic_1_18']",False
1452,18649,['topic_4'],False
1453,18650,"['topic_9', 'topic_10', 'topic_0', 'topic_5', 'topic_9', 'topic_3_14']",False
1454,18653,"['topic_9', 'topic_4', 'topic_1', 'topic_10', 'topic_0', 'topic_5', 'topic_15', 'topic_0', 'topic_10', 'topic_2']",False
1455,18655,"['topic_10', 'topic_11', 'topic_1', 'topic_10', 'topic_18', 'topic_10', 'topic_11', 'topic_1', 'topic_12', 'topic_2_13', 'topic_6']",False
1456,18659,"['topic_4_9_10', 'topic_0_1_3_10_12', 'topic_12_15']",False
1457,18661,"['topic_4_5_9_10_11', 'topic_1_16', 'topic_10_21', 'topic_2_5_9_10_12_21', 'topic_13_16', 'topic_9_12', 'topic_15_21']",False
1458,18664,"['topic_9_10', 'topic_1', 'topic_3', 'topic_1']",False
1459,18669,"['topic_10', 'topic_4', 'topic_3', 'topic_6']",False
1460,18673,['topic_9_10'],False
1461,18674,"['topic_9', 'topic_10', 'topic_9', 'topic_5', 'topic_2', 'topic_2_21']",False
1462,18689,"['topic_1_2_4_5_6_8_9_10', 'topic_0_6_9_10_18', 'topic_1_9_18']",False
1463,18697,"['topic_4', 'topic_15', 'topic_12', 'topic_12', 'topic_12', 'topic_16', 'topic_7', 'topic_6', 'topic_12', 'topic_21', 'topic_7', 'topic_10', 'topic_9', 'topic_14', 'topic_13']",False
1464,18703,"['topic_5', 'topic_8', 'topic_10', 'topic_0', 'topic_15', 'topic_3', 'topic_12', 'topic_10', 'topic_0', 'topic_5']",False
1465,18704,"['topic_4_9', 'topic_0_1_6_18']",False
1466,18716,"['topic_4_9_10', 'topic_1_3_9_21', 'topic_9_15', 'topic_12', 'topic_0_10', 'topic_1_7_14_21', 'topic_1_14_21', 'topic_2', 'topic_9']",False
1467,18719,"['topic_9', 'topic_3', 'topic_4', 'topic_21', 'topic_15', 'topic_15', 'topic_11', 'topic_8']",False
1468,18721,['topic_2'],False
1469,18722,"['topic_3_4', 'topic_15', 'topic_5', 'topic_0_10']",False
1470,18735,"['topic_8_9', 'topic_4_10_21', 'topic_4', 'topic_5_18', 'topic_7_17_21', 'topic_6', 'topic_2_10', 'topic_7']",False
1471,18736,"['topic_15', 'topic_4_9', 'topic_6', 'topic_2_8_10']",False
1472,1874,"['topic_9', 'topic_9_10', 'topic_4', 'topic_1', 'topic_18']",False
1473,18743,"['topic_10', 'topic_10', 'topic_9', 'topic_3_4', 'topic_5', 'topic_12', 'topic_7', 'topic_1', 'topic_6', 'topic_0_18']",False
1474,18748,"['topic_2_3_4_8', 'topic_1_11_12_21', 'topic_12_15', 'topic_1_6_10_14', 'topic_0_1_7_9_18', 'topic_5_6_19', 'topic_2_18']",False
1475,1875,"['topic_8_10', 'topic_1', 'topic_5', 'topic_2']",False
1476,18754,"['topic_5_10', 'topic_1_9_10_11_18', 'topic_18', 'topic_8_9', 'topic_4_9_17_21']",False
1477,18767,"['topic_9', 'topic_10', 'topic_0_10', 'topic_8', 'topic_9', 'topic_1', 'topic_9']",False
1478,18771,"['topic_10', 'topic_9', 'topic_4', 'topic_1', 'topic_0_18', 'topic_6', 'topic_1', 'topic_18', 'topic_0_18', 'topic_10', 'topic_5_9', 'topic_0', 'topic_14', 'topic_21']",False
1479,18776,"['topic_3_4', 'topic_10', 'topic_1_8_12']",False
1480,18807,"['topic_1_4_5_8_11_18_21', 'topic_5_6_11_12']",False
1481,1881,"['topic_9', 'topic_5', 'topic_12', 'topic_9']",False
1482,18810,"['topic_4_9_14', 'topic_3', 'topic_10', 'topic_12_21', 'topic_14', 'topic_15', 'topic_18', 'topic_2_15_16']",False
1483,18813,"['topic_6_19', 'topic_1_5_9', 'topic_8_12', 'topic_1_10']",True
1484,18818,"['topic_5_10', 'topic_4', 'topic_5', 'topic_2']",False
1485,18833,"['topic_10', 'topic_5', 'topic_15', 'topic_17_21']",False
1486,18839,"['topic_9', 'topic_10', 'topic_1', 'topic_21', 'topic_1', 'topic_2']",False
1487,18841,"['topic_3_4_9_10_20', 'topic_0_1_8_9', 'topic_1_8_12']",False
1488,18848,['topic_4'],False
1489,18854,"['topic_12_18', 'topic_5_9', 'topic_6_8', 'topic_6', 'topic_5', 'topic_9', 'topic_8', 'topic_4_9', 'topic_1_3_4', 'topic_10']",False
1490,18859,"['topic_8_9_10', 'topic_1_2_4_8_9']",False
1491,18861,"['topic_10', 'topic_5', 'topic_1_12', 'topic_0_18', 'topic_0_7_10', 'topic_5', 'topic_6', 'topic_7', 'topic_21', 'topic_2']",False
1492,18867,"['topic_8', 'topic_7', 'topic_9', 'topic_9', 'topic_6', 'topic_4_5', 'topic_1_21', 'topic_20', 'topic_5', 'topic_0_9_17_21', 'topic_0_18', 'topic_10', 'topic_0', 'topic_10', 'topic_2']",False
1493,18870,"['topic_9', 'topic_10', 'topic_9_10', 'topic_4_6', 'topic_5', 'topic_18', 'topic_11', 'topic_2_10']",False
1494,18873,"['topic_9_10', 'topic_2_8', 'topic_4', 'topic_1', 'topic_0_10', 'topic_1']",False
1495,18876,"['topic_0', 'topic_3', 'topic_4', 'topic_3', 'topic_6', 'topic_7_12', 'topic_7', 'topic_7', 'topic_12', 'topic_7_10', 'topic_7', 'topic_1_7_12', 'topic_7_11', 'topic_12', 'topic_2', 'topic_21']",False
1496,18878,"['topic_9_10', 'topic_0_3_4_20', 'topic_5_12_20', 'topic_1', 'topic_1_10_15', 'topic_0', 'topic_6_13_20', 'topic_6', 'topic_20_21', 'topic_5_19_21', 'topic_12_18_21', 'topic_12', 'topic_0_2_11', 'topic_1_5_20', 'topic_18', 'topic_21', 'topic_18_21', 'topic_1_7_8_12_13', 'topic_20', 'topic_9']",False
1497,18883,"['topic_9_10', 'topic_3_4', 'topic_1', 'topic_0']",False
1498,18892,"['topic_10', 'topic_10', 'topic_3', 'topic_3']",False
1499,18895,"['topic_10', 'topic_0', 'topic_4', 'topic_3', 'topic_10']",False
1500,18896,"['topic_21', 'topic_15', 'topic_10', 'topic_7']",False
1501,18906,"['topic_9', 'topic_8_9', 'topic_9', 'topic_1', 'topic_7', 'topic_4', 'topic_11']",False
1502,18907,"['topic_0_10', 'topic_5', 'topic_7', 'topic_7', 'topic_19', 'topic_7', 'topic_8', 'topic_10', 'topic_9', 'topic_4_9', 'topic_1', 'topic_21', 'topic_17_21']",False
1503,18913,"['topic_5_9_10', 'topic_6', 'topic_4', 'topic_9_21', 'topic_11', 'topic_3', 'topic_10', 'topic_5', 'topic_9_10', 'topic_2']",False
1504,18914,"['topic_1_9_18', 'topic_1_4_8_10']",False
1505,18917,"['topic_12', 'topic_0_18']",False
1506,1892,"['topic_8', 'topic_10', 'topic_4', 'topic_1', 'topic_18', 'topic_0_18', 'topic_3', 'topic_0']",False
1507,18920,"['topic_1_4', 'topic_2']",False
1508,18927,"['topic_1', 'topic_3', 'topic_12', 'topic_9_10', 'topic_1', 'topic_10', 'topic_14', 'topic_2_8', 'topic_3', 'topic_9_10', 'topic_4_7']",False
1509,18928,"['topic_3_4_9_10', 'topic_18', 'topic_0', 'topic_8_12_21']",False
1510,1893,"['topic_8', 'topic_1', 'topic_12', 'topic_0', 'topic_6', 'topic_7', 'topic_0', 'topic_12', 'topic_0', 'topic_6', 'topic_2']",False
1511,18932,"['topic_9', 'topic_4_11', 'topic_2_5_8', 'topic_6_12']",True
1512,18935,"['topic_9', 'topic_9', 'topic_9', 'topic_4_6_9_21', 'topic_0_18', 'topic_1', 'topic_4', 'topic_9_17_21', 'topic_3', 'topic_0_9_10']",False
1513,18941,['topic_1_3'],False
1514,18942,"['topic_10', 'topic_1', 'topic_4_11', 'topic_12', 'topic_18', 'topic_3', 'topic_11', 'topic_21', 'topic_21', 'topic_2_6_21', 'topic_2']",False
1515,18945,"['topic_10', 'topic_4', 'topic_3_11', 'topic_10', 'topic_2']",False
1516,18953,"['topic_2_8_9', 'topic_4_6', 'topic_1_18', 'topic_11_17_21', 'topic_1_6_10_16']",False
1517,1896,"['topic_4_18', 'topic_0_7_11_12_15', 'topic_6_12', 'topic_0_12', 'topic_9_12', 'topic_9', 'topic_6', 'topic_2_8_13']",False
1518,18961,"['topic_4', 'topic_1', 'topic_0_12', 'topic_12', 'topic_12', 'topic_1', 'topic_5', 'topic_13', 'topic_7_21']",False
1519,1897,"['topic_4', 'topic_8']",False
1520,18970,"['topic_2_8_9_10', 'topic_4_9']",False
1521,18971,"['topic_4', 'topic_12']",False
1522,18985,"['topic_9', 'topic_9', 'topic_9', 'topic_6', 'topic_21', 'topic_18', 'topic_1', 'topic_18', 'topic_10', 'topic_15']",False
1523,18986,"['topic_5_18', 'topic_12', 'topic_2_8_9', 'topic_9_10', 'topic_1_4_9_11', 'topic_0_18', 'topic_12']",False
1524,18989,"['topic_7_21', 'topic_10', 'topic_9', 'topic_4', 'topic_1', 'topic_6_21', 'topic_1_6', 'topic_5_12', 'topic_18', 'topic_0_15_18', 'topic_9_10_11', 'topic_18', 'topic_2']",False
1525,18997,"['topic_3_4_11', 'topic_12', 'topic_12', 'topic_11', 'topic_10', 'topic_14', 'topic_7']",False
1526,18999,"['topic_0_10', 'topic_4', 'topic_1', 'topic_1_6', 'topic_10', 'topic_1']",False
1527,19003,"['topic_12_19', 'topic_0']",False
1528,19029,['topic_3'],False
1529,1904,"['topic_2_10', 'topic_4']",False
1530,19044,"['topic_10', 'topic_6', 'topic_0_1', 'topic_11']",False
1531,19056,"['topic_4_8_9', 'topic_1_7_15', 'topic_2_9_12']",False
1532,19058,"['topic_10', 'topic_4', 'topic_1', 'topic_10', 'topic_15', 'topic_7']",False
1533,1906,"['topic_9_10', 'topic_9', 'topic_4', 'topic_1', 'topic_12']",False
1534,19069,"['topic_1_3_9', 'topic_0_10_12', 'topic_21', 'topic_1_8']",False
1535,19076,"['topic_4', 'topic_1', 'topic_2', 'topic_7', 'topic_0_3']",False
1536,1908,"['topic_7', 'topic_13', 'topic_2', 'topic_1', 'topic_12', 'topic_1', 'topic_5', 'topic_6', 'topic_12', 'topic_0', 'topic_6_8', 'topic_3', 'topic_5', 'topic_12', 'topic_6', 'topic_5_9']",False
1537,19090,"['topic_4', 'topic_1', 'topic_9']",False
1538,19094,"['topic_1_5_11_21', 'topic_2_8_9_19_21', 'topic_2_4_5_8_9_10_11', 'topic_1_4_10_11_15_18']",False
1539,19099,"['topic_4', 'topic_6', 'topic_11', 'topic_1_15', 'topic_12', 'topic_6', 'topic_3_5', 'topic_3', 'topic_15', 'topic_7', 'topic_12', 'topic_6', 'topic_9', 'topic_9', 'topic_12', 'topic_2']",False
