,segment_lenght
421601,0 days 00:03:31.950000000
421611,0 days 00:01:54.890000000
421620,0 days 00:01:45.220000000
421688,0 days 00:04:12.980000000
421700,0 days 00:03:26.010000000
421712,0 days 00:03:42.970000000
421717,0 days 00:04:34.210000000
421723,0 days 00:03:08.900000000
421730,0 days 00:06:12.890000000
421738,0 days 00:06:26.200000000
421754,0 days 00:03:53.770000000
421759,0 days 00:03:44.230000000
421777,0 days 00:02:58.900000000
421785,0 days 00:03:12.100000000
421793,0 days 00:02:27.870000000
421798,0 days 00:04:19.200000000
421806,0 days 00:01:52.990000000
421811,0 days 00:04:42.990000000
421819,0 days 00:05:34.810000000
421831,0 days 00:05:49.040000000
421837,0 days 00:06:32.230000000
421845,0 days 00:03:59.000000000
421858,0 days 00:06:07.840000000
422141,0 days 00:05:18.960000000
422148,0 days 00:03:45.860000000
422154,0 days 00:04:46.050000000
422160,0 days 00:02:30.040000000
422173,0 days 00:05:17.900000000
422179,0 days 00:03:56.020000000
422670,0 days 00:05:31.800000000
422677,0 days 00:04:16.930000000
422682,0 days 00:01:28.170000000
426356,0 days 00:04:04.060000000
426362,0 days 00:04:00.930000000
426381,0 days 00:05:54.060000000
426597,0 days 00:04:44.780000000
426603,0 days 00:02:57.250000000
426615,0 days 00:04:13.980000000
426627,0 days 00:05:10.080000000
426633,0 days 00:04:41.840000000
426637,0 days 00:03:11.950000000
426648,0 days 00:03:24.230000000
426653,0 days 00:03:16.020000000
426661,0 days 00:03:37.950000000
426668,0 days 00:06:14.850000000
426676,0 days 00:03:48.050000000
426682,0 days 00:03:59.150000000
426932,0 days 00:04:05.070000000
426949,0 days 00:02:50.990000000
426954,0 days 00:03:01.970000000
426963,0 days 00:03:28.930000000
427671,0 days 00:05:45.210000000
427683,0 days 00:01:14.790000000
427692,0 days 00:01:21.230000000
427697,0 days 00:03:20.880000000
427712,0 days 00:01:49.000000000
427718,0 days 00:03:00.990000000
427724,0 days 00:01:54.830000000
427730,0 days 00:04:49.870000000
427741,0 days 00:04:43.930000000
428192,0 days 00:04:24.980000000
428203,0 days 00:04:11.080000000
428210,0 days 00:03:46.970000000
428219,0 days 00:05:28.020000000
428228,0 days 00:05:16.920000000
429237,0 days 00:07:18.140000000
429245,0 days 00:06:27.870000000
429261,0 days 00:04:36.890000000
429273,0 days 00:03:45.930000000
429279,0 days 00:05:14.190000000
429297,0 days 00:03:36.950000000
429302,0 days 00:05:13.900000000
429469,0 days 00:04:31.250000000
429479,0 days 00:04:00.770000000
429491,0 days 00:03:28.190000000
429498,0 days 00:03:14.890000000
429514,0 days 00:04:40.100000000
429520,0 days 00:01:58.960000000
429524,0 days 00:02:59.970000000
429541,0 days 00:04:46.910000000
429553,0 days 00:02:45.040000000
430047,0 days 00:06:23.930000000
430053,0 days 00:03:45.100000000
430062,0 days 00:05:34.900000000
430067,0 days 00:04:35.100000000
430073,0 days 00:04:47.010000000
430079,0 days 00:03:15.930000000
430084,0 days 00:03:36.990000000
430091,0 days 00:03:33.890000000
430548,0 days 00:03:27.090000000
430553,0 days 00:02:38.080000000
430558,0 days 00:04:41.870000000
430567,0 days 00:05:19.980000000
430578,0 days 00:03:25.200000000
430583,0 days 00:02:48.020000000
430589,0 days 00:05:00.120000000
430598,0 days 00:03:45.860000000
431060,0 days 00:06:45.130000000
431067,0 days 00:05:03.020000000
431219,0 days 00:05:58.190000000
431227,0 days 00:05:20.850000000
431235,0 days 00:05:43.080000000
431247,0 days 00:05:50.960000000
431607,0 days 00:03:22.120000000
431614,0 days 00:04:10.890000000
431626,0 days 00:03:52.900000000
431632,0 days 00:04:00.110000000
431637,0 days 00:01:12.980000000
431641,0 days 00:02:54.890000000
431648,0 days 00:02:52.120000000
431653,0 days 00:02:11.950000000
431658,0 days 00:02:50.020000000
431664,0 days 00:02:03.770000000
431674,0 days 00:02:06.140000000
431679,0 days 00:03:09.840000000
432290,0 days 00:04:59.200000000
432301,0 days 00:02:20.090000000
432309,0 days 00:03:08.950000000
432318,0 days 00:03:16.970000000
432330,0 days 00:03:13.940000000
432341,0 days 00:03:01.140000000
432359,0 days 00:03:14.130000000
433460,0 days 00:09:06.050000000
433472,0 days 00:06:26.970000000
433494,0 days 00:05:05.250000000
433503,0 days 00:06:21.820000000
433513,0 days 00:04:22.040000000
433527,0 days 00:06:52.170000000
433531,0 days 00:07:27.070000000
433537,0 days 00:03:47.750000000
433689,0 days 00:03:32.990000000
433705,0 days 00:05:38.930000000
433722,0 days 00:02:51.090000000
433727,0 days 00:03:25.880000000
433985,0 days 00:05:12.110000000
433989,0 days 00:03:41.160000000
433995,0 days 00:07:22.800000000
434011,0 days 00:03:37.130000000
434017,0 days 00:03:51.920000000
434023,0 days 00:04:39.130000000
434031,0 days 00:06:09.950000000
434039,0 days 00:04:46.960000000
434052,0 days 00:05:16.040000000
434060,0 days 00:06:17.000000000
434065,0 days 00:08:17.040000000
434081,0 days 00:05:08.060000000
434087,0 days 00:05:06.840000000
434094,0 days 00:04:40.000000000
434104,0 days 00:06:36.270000000
434111,0 days 00:05:32.990000000
434122,0 days 00:08:07.950000000
434130,0 days 00:06:50.810000000
434139,0 days 00:06:47.070000000
434154,0 days 00:07:41.010000000
434165,0 days 00:04:18.970000000
434171,0 days 00:08:49.010000000
434179,0 days 00:03:55.050000000
434194,0 days 00:06:55.860000000
434200,0 days 00:09:51.910000000
434206,0 days 00:08:14.260000000
434216,0 days 00:04:15.950000000
434222,0 days 00:03:25.120000000
434228,0 days 00:06:08.900000000
434235,0 days 00:04:47.930000000
434243,0 days 00:03:02.020000000
434248,0 days 00:05:04.060000000
434257,0 days 00:06:44.740000000
434263,0 days 00:04:51.130000000
434267,0 days 00:06:10.110000000
434272,0 days 00:03:15.910000000
434277,0 days 00:06:15.940000000
434288,0 days 00:03:45.020000000
434295,0 days 00:07:20.020000000
434302,0 days 00:03:09.040000000
434306,0 days 00:06:22.980000000
435480,0 days 00:02:23.780000000
435987,0 days 00:04:58.850000000
436014,0 days 00:04:38.140000000
436022,0 days 00:03:58.030000000
436029,0 days 00:06:37.820000000
436039,0 days 00:06:36.160000000
436048,0 days 00:02:37.820000000
436062,0 days 00:07:15.000000000
436070,0 days 00:03:24.060000000
436078,0 days 00:05:18.180000000
436086,0 days 00:06:09.860000000
436095,0 days 00:04:27.060000000
436101,0 days 00:02:52.930000000
436108,0 days 00:04:25.970000000
436124,0 days 00:03:08.050000000
436130,0 days 00:02:35.990000000
436138,0 days 00:05:11.930000000
436145,0 days 00:02:55.050000000
436149,0 days 00:06:54.980000000
436243,0 days 00:07:45.940000000
436256,0 days 00:05:50.020000000
436261,0 days 00:06:52.040000000
436468,0 days 00:05:13.190000000
436487,0 days 00:05:43.030000000
436504,0 days 00:03:02.060000000
436517,0 days 00:03:05.920000000
437440,0 days 00:05:43.030000000
437448,0 days 00:04:24.000000000
437454,0 days 00:03:27.900000000
437460,0 days 00:02:39.840000000
437466,0 days 00:03:53.960000000
438640,0 days 00:06:03.170000000
438649,0 days 00:03:38.860000000
438653,0 days 00:05:06.060000000
438670,0 days 00:00:29.240000000
438960,0 days 00:05:49.070000000
438969,0 days 00:06:05.170000000
438988,0 days 00:00:25.860000000
439639,0 days 00:03:17.210000000
439646,0 days 00:03:33.880000000
439654,0 days 00:03:45.870000000
439662,0 days 00:04:55.210000000
439680,0 days 00:03:48.850000000
439688,0 days 00:03:40.130000000
439697,0 days 00:06:23.920000000
439705,0 days 00:03:30.840000000
439711,0 days 00:04:53.100000000
439716,0 days 00:03:48.970000000
440034,0 days 00:04:04.050000000
440044,0 days 00:04:21.000000000
440055,0 days 00:04:03.840000000
440077,0 days 00:03:12.180000000
440083,0 days 00:02:19.090000000
440090,0 days 00:04:29.010000000
440099,0 days 00:03:07.750000000
440107,0 days 00:03:24.020000000
440399,0 days 00:03:20.840000000
440410,0 days 00:04:34.030000000
440419,0 days 00:02:23.090000000
440428,0 days 00:04:51.870000000
440439,0 days 00:02:46.200000000
440448,0 days 00:04:42.210000000
440457,0 days 00:02:46.070000000
440465,0 days 00:03:19.790000000
440509,0 days 00:05:27.940000000
440516,0 days 00:03:33.980000000
440523,0 days 00:02:48.020000000
440532,0 days 00:04:03.060000000
440538,0 days 00:05:37.950000000
441242,0 days 00:06:40.900000000
441253,0 days 00:08:48.910000000
441261,0 days 00:08:23.970000000
441272,0 days 00:04:57.890000000
441624,0 days 00:05:48.010000000
441635,0 days 00:03:28.880000000
441644,0 days 00:04:34.870000000
441882,0 days 00:05:23.940000000
441898,0 days 00:04:40.990000000
441919,0 days 00:04:21.040000000
441927,0 days 00:04:48.170000000
441934,0 days 00:06:05.950000000
441943,0 days 00:06:32.050000000
441961,0 days 00:03:15.830000000
441976,0 days 00:06:04.010000000
441992,0 days 00:04:40.070000000
443838,0 days 00:08:05.240000000
443854,0 days 00:03:13.180000000
443860,0 days 00:09:34.930000000
443867,0 days 00:02:13.050000000
443877,0 days 00:09:33.960000000
443885,0 days 00:03:23.940000000
444901,0 days 00:05:08.080000000
444910,0 days 00:02:47.860000000
444915,0 days 00:08:31.210000000
444929,0 days 00:06:01.070000000
444935,0 days 00:07:29.900000000
444943,0 days 00:05:05.040000000
444952,0 days 00:06:41.960000000
444970,0 days 00:03:52.160000000
444980,0 days 00:03:11.080000000
444989,0 days 00:07:35.890000000
444999,0 days 00:02:47.990000000
445006,0 days 00:03:19.930000000
445014,0 days 00:03:05.180000000
445029,0 days 00:07:28.860000000
445037,0 days 00:03:49.050000000
445046,0 days 00:01:29.200000000
445052,0 days 00:04:49.800000000
445062,0 days 00:03:48.220000000
445070,0 days 00:02:28.930000000
445081,0 days 00:04:45.990000000
445090,0 days 00:02:19.110000000
445096,0 days 00:00:49.870000000
445099,0 days 00:00:30.070000000
445102,0 days 00:00:32.070000000
445106,0 days 00:00:17.010000000
445110,0 days 00:00:20.870000000
445114,0 days 00:00:27.960000000
445119,0 days 00:00:28.210000000
445123,0 days 00:00:43.860000000
445127,0 days 00:00:48.010000000
445130,0 days 00:02:52.940000000
445612,0 days 00:04:42.090000000
445623,0 days 00:04:23.020000000
445628,0 days 00:04:11.940000000
445637,0 days 00:03:22.140000000
446465,0 days 00:05:26.990000000
446471,0 days 00:04:06.970000000
446478,0 days 00:05:26.110000000
446485,0 days 00:03:57.820000000
446493,0 days 00:04:56.250000000
448026,0 days 00:03:53.030000000
448036,0 days 00:03:07.960000000
448039,0 days 00:02:44.230000000
448044,0 days 00:01:47.810000000
448054,0 days 00:03:59.080000000
448060,0 days 00:03:18.000000000
448071,0 days 00:01:50.090000000
448077,0 days 00:04:31.980000000
448159,0 days 00:05:13.720000000
448170,0 days 00:01:42.260000000
448180,0 days 00:05:06.810000000
448197,0 days 00:04:32.190000000
448205,0 days 00:02:10.010000000
448209,0 days 00:04:05.040000000
448216,0 days 00:02:36.760000000
448232,0 days 00:06:12.230000000
448239,0 days 00:01:27.850000000
448244,0 days 00:00:34.020000000
448248,0 days 00:03:01.130000000
448259,0 days 00:05:07.880000000
448265,0 days 00:02:32.050000000
449403,0 days 00:06:45.020000000
449409,0 days 00:04:09.980000000
449471,0 days 00:06:08.120000000
449488,0 days 00:05:45.060000000
450037,0 days 00:03:46.110000000
450952,0 days 00:04:41.970000000
450988,0 days 00:04:10.040000000
450996,0 days 00:04:33.100000000
451013,0 days 00:02:05.160000000
451019,0 days 00:05:10.910000000
451034,0 days 00:07:53.080000000
451050,0 days 00:09:13.160000000
451059,0 days 00:06:18.950000000
451065,0 days 00:04:28.800000000
451071,0 days 00:03:25.000000000
451084,0 days 00:06:43.920000000
451090,0 days 00:04:44.970000000
451096,0 days 00:03:51.110000000
451101,0 days 00:06:19.910000000
452655,0 days 00:02:53.790000000
452676,0 days 00:06:04.980000000
452685,0 days 00:05:03.820000000
452692,0 days 00:04:08.000000000
452703,0 days 00:04:44.960000000
452714,0 days 00:06:26.120000000
452726,0 days 00:00:27.980000000
452732,0 days 00:03:07.010000000
452746,0 days 00:04:59.790000000
452753,0 days 00:07:04.000000000
452763,0 days 00:03:36.000000000
452772,0 days 00:07:05.000000000
452782,0 days 00:04:28.000000000
453186,0 days 00:03:27.020000000
453197,0 days 00:02:43.230000000
453206,0 days 00:03:57.010000000
453217,0 days 00:06:38.830000000
453230,0 days 00:04:33.920000000
453251,0 days 00:01:55.760000000
453259,0 days 00:02:43.270000000
453270,0 days 00:02:03.880000000
453278,0 days 00:04:04.930000000
453291,0 days 00:04:08.990000000
453303,0 days 00:00:42.860000000
453765,0 days 00:05:18.820000000
453777,0 days 00:04:54.190000000
453785,0 days 00:04:34.040000000
453794,0 days 00:03:01.910000000
453802,0 days 00:03:49.010000000
453810,0 days 00:05:02.140000000
453817,0 days 00:05:10.820000000
453832,0 days 00:04:35.030000000
453842,0 days 00:01:50.930000000
453850,0 days 00:03:12.970000000
453855,0 days 00:03:03.960000000
453864,0 days 00:03:15.210000000
453874,0 days 00:02:57.130000000
454299,0 days 00:07:30.850000000
454311,0 days 00:06:13.060000000
454324,0 days 00:08:53.890000000
454343,0 days 00:02:41.060000000
454349,0 days 00:03:43.920000000
454357,0 days 00:05:51.040000000
455305,0 days 00:04:33.040000000
455318,0 days 00:04:58.110000000
455514,0 days 00:06:37.080000000
455533,0 days 00:06:52.850000000
455547,0 days 00:05:07.020000000
455644,0 days 00:05:33.000000000
455659,0 days 00:05:53.140000000
455667,0 days 00:03:55.920000000
455673,0 days 00:06:17.140000000
455687,0 days 00:08:30.120000000
455696,0 days 00:05:19.940000000
455700,0 days 00:06:41.860000000
455718,0 days 00:08:43.810000000
455726,0 days 00:05:53.190000000
456277,0 days 00:02:03.230000000
456293,0 days 00:02:00.970000000
456299,0 days 00:02:32.240000000
456305,0 days 00:03:35.020000000
456313,0 days 00:02:41.870000000
457707,0 days 00:06:13.030000000
457719,0 days 00:03:44.880000000
457728,0 days 00:03:42.270000000
457737,0 days 00:02:11.060000000
457744,0 days 00:03:29.060000000
457751,0 days 00:03:41.040000000
457758,0 days 00:01:51.850000000
457765,0 days 00:05:06.950000000
457771,0 days 00:05:30.150000000
457787,0 days 00:04:48.090000000
458064,0 days 00:05:49.950000000
458075,0 days 00:02:29.150000000
458082,0 days 00:02:06.820000000
458088,0 days 00:02:34.000000000
458166,0 days 00:05:00.070000000
458178,0 days 00:02:16.890000000
458183,0 days 00:05:53.950000000
458324,0 days 00:04:26.050000000
458333,0 days 00:04:41.090000000
458349,0 days 00:03:48.030000000
458358,0 days 00:04:48.770000000
460001,0 days 00:05:50.880000000
460009,0 days 00:03:46.060000000
460016,0 days 00:04:35.820000000
460033,0 days 00:06:31.130000000
460042,0 days 00:03:24.990000000
460051,0 days 00:06:00.050000000
460058,0 days 00:05:20.060000000
460069,0 days 00:03:48.810000000
460077,0 days 00:02:27.200000000
460083,0 days 00:04:20.790000000
460092,0 days 00:03:30.940000000
460099,0 days 00:02:47.230000000
460108,0 days 00:03:50.810000000
460119,0 days 00:05:47.090000000
460129,0 days 00:03:00.920000000
460249,0 days 00:03:18.960000000
460265,0 days 00:02:28.850000000
460274,0 days 00:05:07.040000000
460282,0 days 00:04:19.090000000
460288,0 days 00:05:28.870000000
460294,0 days 00:03:04.960000000
460304,0 days 00:04:23.960000000
460317,0 days 00:02:52.200000000
460575,0 days 00:06:10.750000000
460588,0 days 00:02:31.090000000
460594,0 days 00:02:29.170000000
460600,0 days 00:02:09.770000000
460605,0 days 00:03:32.070000000
460610,0 days 00:04:47.110000000
460618,0 days 00:05:12.960000000
460625,0 days 00:03:27.260000000
460631,0 days 00:05:50.040000000
460653,0 days 00:06:23.880000000
460661,0 days 00:03:10.020000000
460668,0 days 00:05:38.000000000
460681,0 days 00:04:50.970000000
460705,0 days 00:03:06.040000000
460723,0 days 00:02:11.040000000
460730,0 days 00:01:19.920000000
460904,0 days 00:05:10.160000000
460913,0 days 00:05:16.830000000
460924,0 days 00:05:00.230000000
460932,0 days 00:04:37.800000000
461042,0 days 00:06:38.070000000
461052,0 days 00:06:25.050000000
461061,0 days 00:04:40.070000000
461076,0 days 00:03:04.940000000
461086,0 days 00:01:40.050000000
461223,0 days 00:06:42.820000000
461230,0 days 00:02:16.210000000
461234,0 days 00:03:42.770000000
461243,0 days 00:01:44.040000000
461248,0 days 00:03:23.200000000
461256,0 days 00:01:52.750000000
461262,0 days 00:02:24.130000000
461477,0 days 00:03:54.940000000
461508,0 days 00:05:19.900000000
461523,0 days 00:01:59.080000000
461532,0 days 00:04:36.970000000
461542,0 days 00:05:27.020000000
461554,0 days 00:06:00.980000000
461572,0 days 00:05:13.130000000
461582,0 days 00:05:08.100000000
461586,0 days 00:06:07.130000000
462608,0 days 00:03:07.060000000
462615,0 days 00:03:33.060000000
462985,0 days 00:03:35.100000000
463000,0 days 00:01:04.800000000
463006,0 days 00:00:53.090000000
463009,0 days 00:00:31.120000000
463015,0 days 00:00:37.860000000
463582,0 days 00:07:38.040000000
463593,0 days 00:08:08.960000000
463602,0 days 00:03:44.810000000
463610,0 days 00:01:33.250000000
463887,0 days 00:05:45.150000000
463899,0 days 00:04:13.920000000
463905,0 days 00:04:37.000000000
463915,0 days 00:05:11.150000000
463928,0 days 00:05:48.140000000
464165,0 days 00:03:05.090000000
464174,0 days 00:03:01.950000000
464184,0 days 00:04:46.100000000
464199,0 days 00:02:15.780000000
464209,0 days 00:05:06.040000000
464222,0 days 00:01:27.020000000
464234,0 days 00:03:42.030000000
464244,0 days 00:03:22.030000000
464270,0 days 00:05:13.030000000
464282,0 days 00:04:48.130000000
464292,0 days 00:02:06.970000000
464296,0 days 00:02:40.790000000
464304,0 days 00:04:48.750000000
464313,0 days 00:06:52.180000000
464322,0 days 00:04:15.880000000
464334,0 days 00:03:13.100000000
464614,0 days 00:04:57.010000000
464626,0 days 00:03:41.090000000
464636,0 days 00:03:46.880000000
464648,0 days 00:03:25.760000000
464681,0 days 00:03:20.810000000
464688,0 days 00:09:07.050000000
464697,0 days 00:02:52.960000000
464703,0 days 00:01:29.910000000
465047,0 days 00:05:08.970000000
465070,0 days 00:03:24.110000000
465083,0 days 00:04:39.810000000
465092,0 days 00:05:08.110000000
465108,0 days 00:05:44.910000000
465117,0 days 00:04:41.190000000
465124,0 days 00:05:07.970000000
465133,0 days 00:04:32.010000000
