IntCode
8
9
10
16
17
27
33
39
43
53
54
56
58
71
93
95
107
131
142
150
151
159
162
166
182
188
198
209
210
214
232
268
280
293
294
304
311
321
322
323
352
353
365
377
393
422
428
443
444
449
471
490
512
521
523
543
597
598
617
628
676
717
719
734
740
747
748
752
753
766
769
802
812
833
868
888
893
894
895
935
942
945
964
979
985
1020
1029
1033
1042
1061
1062
1085
1132
1141
1160
1169
1172
1173
1183
1208
1216
1222
1249
1282
1292
1316
1338
1343
1354
1363
1387
1391
1400
1413
1415
1419
1473
1479
1491
1496
1502
1511
1518
1530
1537
1550
1568
1581
1603
1641
1677
1680
1684
1692
1704
1721
1733
1736
1753
1765
1775
1799
1826
1828
1857
1858
1860
1873
1885
1895
1901
1917
1918
1929
1938
1965
1975
2002
2004
2031
2067
2074
2097
2118
2133
2165
2170
2226
2230
2316
2350
2353
2373
2391
2435
2460
2522
2533
2539
2568
2578
2581
2590
2620
2684
2690
2713
2718
2723
2735
2758
2804
2830
2833
2851
2906
2916
2938
2946
2966
2980
2996
3002
3012
3022
3040
3085
3097
3100
3103
3150
3165
3206
3212
3277
3283
3331
3341
3346
3360
3361
3376
3380
3382
3449
3453
3474
3475
3524
3605
3631
3638
3653
3658
3659
3666
3685
3690
3721
3757
3771
3804
3820
3835
3848
3855
3858
3874
3928
3933
3949
3952
3964
3973
3984
3988
3994
4032
4078
4113
4122
4146
4160
4184
4187
4189
4226
4247
4272
4276
4284
4289
4345
4361
4513
4570
4662
4670
4686
4693
4695
4700
4710
4753
4760
4764
4830
4919
4963
4967
5103
5188
5225
5228
5248
5255
5259
5261
5275
5313
5328
5356
5357
5371
5375
5388
5430
5470
5471
5496
5516
5551
5559
5613
5626
5639
5644
5654
5740
5758
5761
5795
5799
5810
5837
5883
5891
5911
5970
6009
6016
6052
6076
6110
6130
6159
6195
6257
6258
6277
6320
6503
6523
6525
6526
6554
6719
6736
6762
6763
6773
6777
6803
6837
6845
6878
6900
6924
6944
6966
6989
7016
7017
7069
7093
7094
7157
7160
7177
7188
7238
7273
7282
7302
7337
7358
7414
7415
7437
7455
7458
7506
7546
7556
7592
7598
7600
7624
7683
7684
7722
7739
7744
7777
7781
7832
7860
7873
7904
7938
8002
8072
8191
8212
8233
8234
8252
8352
8359
8361
8370
8423
8527
8569
8610
8679
8703
8725
8753
8775
8784
8786
8805
8834
8842
8854
8892
8895
8916
8947
8962
9024
9031
9091
9102
9110
9113
9156
9168
9193
9215
9230
9245
9262
9311
9342
9415
9446
9471
9478
9486
9489
9503
9538
9558
9590
9601
9665
9701
9702
9723
9725
9728
9729
9730
9777
9878
9898
9899
9908
9943
9963
9987
9995
10010
10012
10030
10098
10119
10162
10181
10252
10272
10283
10335
10353
10358
10359
10394
10397
10406
10446
10478
10496
10549
10564
10572
10587
10588
10644
10695
10698
10699
10710
10745
10768
10818
10825
10829
10835
10839
10859
10862
10905
10960
10970
11000
11067
11075
11089
11133
11144
11167
11174
11175
11179
11184
11205
11272
11274
11290
11296
11472
11499
11552
11589
11593
11611
11641
11642
11671
11672
11722
11723
11744
11771
11797
11801
11844
11882
11904
11916
11957
11964
11998
12003
12022
12029
12051
12052
12053
12150
12255
12289
12337
12343
12402
12413
12438
12447
12455
12462
12491
12494
12506
12564
12612
12666
12674
12684
12756
12768
12810
12868
12882
12904
13063
13079
13096
13141
13198
13213
13219
13238
13251
13258
13313
13315
13382
13395
13457
13469
13471
13483
13524
13556
13584
13600
13623
13655
13673
13690
13693
13817
13833
13851
13874
13911
13981
14002
14060
14091
14142
14156
14168
14190
14212
14251
14292
14320
14387
14429
14463
14552
14613
14687
14708
14715
14724
14737
14810
14867
14897
14900
14928
15014
15017
15028
15082
15115
15174
15193
15197
15393
15396
15540
15576
15577
15578
15610
15645
15686
15694
15721
